,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
3903,3903,3903,3903,3903,3903,3904,NP_462915.1,formate dehydrogenase cytochrome b556 subunit,STM4035,fdoI,4243224,4243859,-,NC_003197.2,0,0,0,0
3904,3904,3904,3904,3904,3904,3905,NP_462916.1,formate dehydrogenase subunit beta,STM4036,fdoH,4243856,4244758,-,NC_003197.2,0,0,0,0
3905,3905,3905,3905,3905,3905,3906,NP_462917.1,formate dehydrogenase,STM4037,fdoG,4244771,4247821,-,NC_003197.2,0,0,0,0
3906,3906,3906,3906,3906,3906,3907,NP_462918.1,sulfurtransferase FdhD,STM4038,fdhD,4248016,4248852,+,NC_003197.2,0,0,0,0
3907,3907,3907,3907,3907,3907,3908,NP_462919.1,hypothetical protein,STM4039,,4249120,4250151,-,NC_003197.2,0,0,0,0
3908,3908,3908,3908,3908,3908,3909,NP_462920.2,putative cytoplasmic protein,STM4040,yiiG,4250334,4251434,+,NC_003197.2,0,0,0,0
3909,3909,3909,3909,3909,3909,3910,NP_462921.1,branched-chain amino acid transport,STM4041,,4251789,4252112,-,NC_003197.2,0,0,0,0
3910,3910,3910,3910,3910,3910,3911,NP_462922.1,branched-chain amino acid ABC transporter permease,STM4042,,4252112,4252771,-,NC_003197.2,0,0,0,0
3911,3911,3911,3911,3911,3911,3912,NP_462923.1,hypothetical protein,STM4042A,,4252854,4253420,+,NC_003197.2,0,1,1,0
3912,3912,3912,3912,3912,3912,3913,NP_462924.1,L-rhamnose mutarotase,STM4043,yiiL,4253509,4253823,-,NC_003197.2,0,0,0,0
3913,3913,3913,3913,3913,3913,3914,NP_462925.1,putative iron-containing alcohol dehydrogenase,STM4044,,4253820,4254968,-,NC_003197.2,0,0,0,0
3914,3914,3914,3914,3914,3914,3915,NP_462926.1,rhamnulose-1-phosphate aldolase,STM4045,rhaD,4255095,4255922,-,NC_003197.2,0,0,0,0
3915,3915,3915,3915,3915,3915,3916,NP_462927.1,L-rhamnose isomerase,STM4046,rhaA,4256065,4257324,-,NC_003197.2,0,0,0,0
3916,3916,3916,3916,3916,3916,3917,NP_462928.1,rhamnulokinase,STM4047,rhaB,4257321,4258790,-,NC_003197.2,0,0,0,0
3917,3917,3917,3917,3917,3917,3918,NP_462929.1,transcriptional activator RhaS,STM4048,rhaS,4259078,4259914,+,NC_003197.2,0,0,0,0
3918,3918,3918,3918,3918,3918,3919,NP_462930.1,AraC family transcriptional regulator,STM4049,rhaR,4260067,4260915,+,NC_003197.2,0,0,0,0
3919,3919,3919,3919,3919,3919,3920,NP_462931.1,rhamnose/proton symporter RhaT,STM4050,rhaT,4260912,4261946,-,NC_003197.2,0,0,0,0
3920,3920,3920,3920,3920,3920,3921,NP_462932.3,putative outer membrane protein,STM4051,,4262565,4263248,+,NC_003197.2,0,0,0,0
3921,3921,3921,3921,3921,3921,3922,NP_462933.1,TRAP-type C4-dicarboxylate transporter permease,STM4052,,4263406,4264713,-,NC_003197.2,0,0,0,0
3922,3922,3922,3922,3922,3922,3923,NP_462934.1,TRAP transporter small permease,STM4053,,4264706,4265221,-,NC_003197.2,0,0,0,0
3923,3923,3923,3923,3923,3923,3924,NP_462935.1,hypothetical protein,STM4054,,4265240,4266223,-,NC_003197.2,0,0,0,0
3924,3924,3924,3924,3924,3924,3925,NP_462936.1,superoxide dismutase,STM4055,sodA,4266552,4267172,+,NC_003197.2,0,0,0,0
3925,3925,3925,3925,3925,3925,3926,NP_462937.3,putative cytoplasmic protein,STM4056,yiiM,4267179,4267931,+,NC_003197.2,0,0,0,0
3926,3926,3926,3926,3926,3926,3927,NP_462938.1,hypothetical protein,STM4057,,4267943,4268338,+,NC_003197.2,0,0,0,0
3927,3927,3927,3927,3927,3927,3928,NP_462939.1,two-component system sensor histidine kinase CpxA,STM4058,cpxA,4268389,4269762,-,NC_003197.2,0,0,0,0
3928,3928,3928,3928,3928,3928,3929,NP_462940.1,DNA-binding response regulator,STM4059,cpxR,4269759,4270457,-,NC_003197.2,0,0,0,0
3929,3929,3929,3929,3929,3929,3930,NP_462941.1,stress adaptor protein CpxP,STM4060,cpxP,4270608,4271108,+,NC_003197.2,0,0,0,0
3930,3930,3930,3930,3930,3930,3931,NP_462942.1,divalent metal cation transporter FieF,STM4061,yiiP,4271256,4272158,+,NC_003197.2,0,0,0,0
3931,3931,3931,3931,3931,3931,3932,NP_462943.1,6-phosphofructokinase,STM4062,pfkA,4272343,4273305,+,NC_003197.2,0,0,0,0
3932,3932,3932,3932,3932,3932,3933,NP_462944.1,sulfate transporter subunit,STM4063,sbp,4273509,4274498,+,NC_003197.2,0,0,0,0
3933,3933,3933,3933,3933,3933,3934,NP_462945.1,CDP-diacylglycerol diphosphatase,STM4064,ushB,4274599,4275354,+,NC_003197.2,0,0,0,0
3934,3934,3934,3934,3934,3934,3935,NP_462946.1,MFS transporter,STM4065,,4275617,4276951,+,NC_003197.2,0,0,0,0
3935,3935,3935,3935,3935,3935,3936,NP_462947.1,aminoimidazole riboside kinase,STM4066,,4276962,4277921,+,NC_003197.2,0,0,0,0
3936,3936,3936,3936,3936,3936,3937,NP_462948.1,putative ADP-ribosylglycohydrolase,STM4067,,4277931,4278971,+,NC_003197.2,0,0,0,0
3937,3937,3937,3937,3937,3937,3938,NP_462949.1,GntR family transcriptional regulator,STM4068,,4279034,4279756,+,NC_003197.2,0,0,0,0
3938,3938,3938,3938,3938,3938,3939,NP_462950.1,hypothetical protein,STM4069,,4279854,4280018,+,NC_003197.2,0,0,0,0
3939,3939,3939,3939,3939,3939,3940,NP_462951.1,putative cytoplasmic protein,STM4070,,4280034,4280165,+,NC_003197.2,0,0,0,0
3940,3940,3940,3940,3940,3940,3941,NP_462952.1,putative mannose-6-phosphate isomerase,STM4071,,4280255,4280521,-,NC_003197.2,0,0,0,0
3941,3941,3941,3941,3941,3941,3942,NP_462953.1,autoinducer-2 kinase,STM4072,ydeV,4280619,4282211,-,NC_003197.2,0,0,0,0
3942,3942,3942,3942,3942,3942,3943,NP_462954.1,putative transcriptional repressor,STM4073,ydeW,4282299,4283258,-,NC_003197.2,0,0,0,0
3943,3943,3943,3943,3943,3943,3944,NP_462955.1,autoinducer 2 ABC transporter ATP-binding protein LsrA,STM4074,ego,4283514,4285049,+,NC_003197.2,0,0,0,0
3944,3944,3944,3944,3944,3944,3945,NP_462956.1,autoinducer 2 ABC transporter permease LsrC,STM4075,ydeY,4285043,4286086,+,NC_003197.2,0,0,0,0
3945,3945,3945,3945,3945,3945,3946,NP_462957.1,putative sugar transport protein,STM4076,ydeZ,4286083,4287084,+,NC_003197.2,0,0,0,0
3946,3946,3946,3946,3946,3946,3947,NP_462958.1,autoinducer 2 ABC transporter substrate-binding protein,STM4077,yneA,4287113,4288135,+,NC_003197.2,0,0,0,0
3947,3947,3947,3947,3947,3947,3948,NP_462959.1,autoinducer 2 aldolase,STM4078,yneB,4288164,4289039,+,NC_003197.2,0,0,0,0
3948,3948,3948,3948,3948,3948,3949,NP_462960.3,putative inner membrane protein,STM4079,yneC,4289083,4289412,+,NC_003197.2,0,0,0,0
3949,3949,3949,3949,3949,3949,3950,NP_462961.1,epimerase,STM4080,,4289422,4290186,+,NC_003197.2,0,0,0,0
3950,3950,3950,3950,3950,3950,3951,NP_462962.1,triose-phosphate isomerase,STM4081,tpiA,4290278,4291045,-,NC_003197.2,0,0,0,0
3951,3951,3951,3951,3951,3951,3952,NP_462963.1,hypothetical protein,STM4082,yiiQ,4291158,4291754,-,NC_003197.2,0,0,0,0
3952,3952,3952,3952,3952,3952,3953,NP_462964.1,hypothetical protein,STM4083,yiiR,4291855,4292283,+,NC_003197.2,0,0,0,0
3953,3953,3953,3953,3953,3953,3954,NP_462965.1,ferredoxin--NADP(+) reductase,STM4084,fpr,4292390,4293136,-,NC_003197.2,0,0,0,0
3954,3954,3954,3954,3954,3954,3955,NP_462966.1,"class II fructose-1,6-bisphosphatase",STM4085,glpX,4293233,4294243,-,NC_003197.2,0,0,0,0
3955,3955,3955,3955,3955,3955,3956,NP_462967.1,glycerol kinase,STM4086,glpK,4294355,4295863,-,NC_003197.2,0,0,0,0
3956,3956,3956,3956,3956,3956,3957,NP_462968.1,aquaporin,STM4087,glpF,4295884,4296729,-,NC_003197.2,0,0,0,0
3957,3957,3957,3957,3957,3957,3958,NP_462969.1,septal ring assembly protein ZapB,STM4088,yiiU,4297128,4297367,+,NC_003197.2,0,0,0,0
3958,3958,3958,3958,3958,3958,3959,NP_462970.1,ribonuclease E activity regulator RraA,STM4089,menG,4297589,4298074,-,NC_003197.2,0,0,0,0
3959,3959,3959,3959,3959,3959,3960,NP_462971.1,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",STM4090,menA,4298167,4299096,-,NC_003197.2,0,0,0,0
3960,3960,3960,3960,3960,3960,3961,NP_462972.1,HslU--HslV peptidase ATPase subunit,STM4091,hslU,4299163,4300494,-,NC_003197.2,0,0,0,0
3961,3961,3961,3961,3961,3961,3962,NP_462973.1,HslU--HslV peptidase proteolytic subunit,STM4092,hslV,4300504,4301034,-,NC_003197.2,0,0,0,0
3962,3962,3962,3962,3962,3962,3963,NP_462974.1,cell division protein FtsN,STM4093,ftsN,4301126,4302100,-,NC_003197.2,0,0,0,0
3963,3963,3963,3963,3963,3963,3964,NP_462975.1,DNA-binding transcriptional regulator CytR,STM4094,cytR,4302194,4303219,-,NC_003197.2,0,0,0,0
3964,3964,3964,3964,3964,3964,3965,NP_462976.1,factor Y,STM4095,priA,4303374,4305572,-,NC_003197.2,0,0,0,0
3965,3965,3965,3965,3965,3965,3966,NP_462977.1,50S ribosomal protein L31,STM4096,rpmE,4305776,4305988,+,NC_003197.2,0,0,0,0
3966,3966,3966,3966,3966,3966,3967,NP_462978.1,hypothetical protein,STM4097,,4306034,4306696,-,NC_003197.2,0,0,0,0
3967,3967,3967,3967,3967,3967,3968,NP_462979.1,aryl-sulfate sulfotransferase,STM4098,,4306897,4308687,-,NC_003197.2,0,0,0,0
3968,3968,3968,3968,3968,3968,3969,NP_462980.1,transcriptional repressor MetJ,STM4099,metJ,4309144,4309461,-,NC_003197.2,0,0,0,0
3969,3969,3969,3969,3969,3969,3970,NP_462981.1,cystathionine gamma-synthase,STM4100,metB,4309726,4310886,+,NC_003197.2,0,0,0,0
3970,3970,3970,3970,3970,3970,3971,NP_462982.1,bifunctional aspartate kinase/homoserine dehydrogenase II,STM4101,metL,4310889,4313321,+,NC_003197.2,0,0,0,0
3971,3971,3971,3971,3971,3971,3972,NP_462983.1,mechanosensitive ion channel protein MscS,STM4102,,4313437,4314294,-,NC_003197.2,0,0,0,0
3972,3972,3972,3972,3972,3972,3973,NP_462984.1,hypothetical protein,STM4103,,4315530,4316654,-,NC_003197.2,0,0,0,0
3973,3973,3973,3973,3973,3973,3974,NP_462985.1,"multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase",STM4104,,4316790,4318346,+,NC_003197.2,0,0,0,0
3974,3974,3974,3974,3974,3974,3975,NP_462986.1,methylenetetrahydrofolate reductase [NAD(P)H,STM4105,metF,4318541,4319431,+,NC_003197.2,0,0,0,0
3975,3975,3975,3975,3975,3975,3976,NP_462987.1,catalase/peroxidase HPI,STM4106,katG,4319596,4321776,+,NC_003197.2,0,0,0,0
3976,3976,3976,3976,3976,3976,3977,NP_462988.1,DUF1287 domain-containing protein,STM4107,yijF,4321834,4322457,-,NC_003197.2,0,0,0,0
3977,3977,3977,3977,3977,3977,3978,NP_462989.1,glycerol dehydrogenase,STM4108,gldA,4322716,4323819,-,NC_003197.2,0,0,0,0
3978,3978,3978,3978,3978,3978,3979,NP_462990.1,fructose-6-phosphate aldolase,STM4109,talC,4323831,4324493,-,NC_003197.2,0,0,0,0
3979,3979,3979,3979,3979,3979,3980,NP_462991.1,phosphoenolpyruvate--protein phosphotransferase,STM4110,ptsA,4324504,4327005,-,NC_003197.2,0,0,0,0
3980,3980,3980,3980,3980,3980,3981,NP_462992.1,PTS fructose-specific transporter subunit EIIC,STM4112,frwC,4327314,4328393,+,NC_003197.2,0,0,0,0
3981,3981,3981,3981,3981,3981,3982,NP_462993.1,PTS fructose-specific transporter subunit EIIB,STM4113,frwB,4328408,4328728,+,NC_003197.2,0,0,0,0
3982,3982,3982,3982,3982,3982,3983,NP_462994.1,formate C-acetyltransferase,STM4114,pflD,4328827,4331124,+,NC_003197.2,0,0,0,0
3983,3983,3983,3983,3983,3983,3984,NP_462995.1,[formate-C-acetyltransferase,STM4115,pflC,4331090,4331968,+,NC_003197.2,0,0,0,0
3984,3984,3984,3984,3984,3984,3985,NP_462996.1,PTS fructose-specific transporter subunit EIIB,STM4116,frwD,4331970,4332323,+,NC_003197.2,0,0,0,0
3985,3985,3985,3985,3985,3985,3986,NP_462997.1,AraC family transcriptional regulator,STM4117,yijO,4332310,4333161,-,NC_003197.2,0,0,0,0
3986,3986,3986,3986,3986,3986,3987,NP_462998.1,hypothetical protein,STM4118,yijP,4333322,4335055,-,NC_003197.2,0,0,0,0
3987,3987,3987,3987,3987,3987,3988,NP_462999.1,phosphoenolpyruvate carboxylase,STM4119,ppc,4335266,4337917,-,NC_003197.2,0,0,0,0
3988,3988,3988,3988,3988,3988,3989,NP_463000.1,acetylornithine deacetylase,STM4120,argE,4338286,4339437,-,NC_003197.2,0,0,0,0
3989,3989,3989,3989,3989,3989,3990,NP_463001.1,N-acetyl-gamma-glutamyl-phosphate reductase,STM4121,argC,4339526,4340530,+,NC_003197.2,0,0,0,0
3990,3990,3990,3990,3990,3990,3991,NP_463002.3,acetylglutamate kinase,STM4122,argB,4340538,4341314,+,NC_003197.2,0,0,0,0
3991,3991,3991,3991,3991,3991,3992,NP_463003.1,argininosuccinate lyase,STM4123,argH,4341432,4342808,+,NC_003197.2,0,0,0,0
3992,3992,3992,3992,3992,3992,3993,NP_463004.1,DNA-binding transcriptional regulator OxyR,STM4125,oxyR,4343093,4344010,+,NC_003197.2,0,0,0,0
3993,3993,3993,3993,3993,3993,3994,NP_463005.1,NAD(P)(+) transhydrogenase,STM4126,udhA,4343993,4345393,-,NC_003197.2,0,0,0,0
3994,3994,3994,3994,3994,3994,3995,NP_463006.3,DNA-binding transcriptional regulator FabR,STM4127,yijC,4345592,4346227,+,NC_003197.2,0,0,0,0
3995,3995,3995,3995,3995,3995,3996,NP_463007.1,hypothetical protein,STM4128,yijD,4346243,4346602,+,NC_003197.2,0,0,0,0
3996,3996,3996,3996,3996,3996,3997,NP_463008.1,tRNA (uridine(54)-C5)-methyltransferase TrmA,STM4129,trmA,4346649,4347749,-,NC_003197.2,0,0,0,0
3997,3997,3997,3997,3997,3997,3998,NP_463009.1,TonB-dependent vitamin B12 receptor,STM4130,btuB,4348123,4349967,+,NC_003197.2,0,0,0,0
3998,3998,3998,3998,3998,3998,3999,NP_463010.1,glutamate racemase,STM4131,murI,4349912,4350763,+,NC_003197.2,0,0,0,0
3999,3999,3999,3999,3999,3999,4000,NP_463011.1,UDP-N-acetylenolpyruvoylglucosamine reductase,STM4137,murB,4356685,4357713,+,NC_003197.2,0,0,0,0
4000,4000,4000,4000,4000,4000,4001,NP_463012.1,biotin--[acetyl-CoA-carboxylase,STM4138,birA,4357710,4358672,+,NC_003197.2,0,0,0,0
4001,4001,4001,4001,4001,4001,4002,NP_463013.1,type I pantothenate kinase,STM4139,coaA,4358707,4359657,-,NC_003197.2,0,0,0,0
4002,4002,4002,4002,4002,4002,4003,NP_463014.1,hypothetical protein,STM4141,,4359866,4360039,-,NC_003197.2,0,0,0,0
4003,4003,4003,4003,4003,4003,4004,NP_463015.1,translation elongation factor Tu,STM4146,tufB,4360616,4361800,+,NC_003197.2,0,0,0,0
4004,4004,4004,4004,4004,4004,4005,NP_463016.1,preprotein translocase subunit SecE,STM4147,secE,4362030,4362413,+,NC_003197.2,0,0,0,0
4005,4005,4005,4005,4005,4005,4006,NP_463017.1,transcription termination/antitermination protein NusG,STM4148,nusG,4362415,4362960,+,NC_003197.2,0,0,0,0
4006,4006,4006,4006,4006,4006,4007,NP_463018.1,50S ribosomal protein L11,STM4149,rplK,4363118,4363546,+,NC_003197.2,0,0,0,0
4007,4007,4007,4007,4007,4007,4008,NP_463019.1,50S ribosomal protein L1,STM4150,rplA,4363550,4364254,+,NC_003197.2,0,0,0,0
4008,4008,4008,4008,4008,4008,4009,NP_463020.1,50S ribosomal protein L10,STM4151,rplJ,4364674,4365171,+,NC_003197.2,0,0,0,0
4009,4009,4009,4009,4009,4009,4010,NP_463021.1,50S ribosomal protein L7/L12,STM4152,rplL,4365238,4365603,+,NC_003197.2,0,0,0,0
4010,4010,4010,4010,4010,4010,4011,NP_463022.1,DNA-directed RNA polymerase subunit beta,STM4153,rpoB,4365921,4369949,+,NC_003197.2,0,0,0,0
4011,4011,4011,4011,4011,4011,4012,NP_463023.1,DNA-directed RNA polymerase subunit beta',STM4154,rpoC,4370026,4374249,+,NC_003197.2,0,0,0,0
4012,4012,4012,4012,4012,4012,4013,NP_463024.1,putative inner membrane protein,STM4155,,4374291,4374614,+,NC_003197.2,0,0,0,0
4013,4013,4013,4013,4013,4013,4014,NP_463025.1,hypothetical protein,STM4156,,4374620,4374964,-,NC_003197.2,0,0,0,0
4014,4014,4014,4014,4014,4014,4015,NP_463026.1,putative cytoplasmic protein,STM4157,,4375363,4376373,+,NC_003197.2,1,1,0,1
4015,4015,4015,4015,4015,4015,4016,NP_463027.1,hypothetical protein,STM4158,,4376696,4376884,+,NC_003197.2,0,0,0,0
4016,4016,4016,4016,4016,4016,4017,NP_463028.1,thiamine biosynthesis protein ThiH,STM4159,thiH,4377035,4378168,-,NC_003197.2,0,0,0,0
4017,4017,4017,4017,4017,4017,4018,NP_463029.1,thiazole synthase,STM4160,thiG,4378165,4378935,-,NC_003197.2,0,0,0,0
4018,4018,4018,4018,4018,4018,4019,NP_463030.1,sulfur carrier protein ThiS,STM4161,,4378937,4379137,-,NC_003197.2,0,0,0,0
4019,4019,4019,4019,4019,4019,4020,NP_463031.1,molybdopterin/thiamine biosynthesis adenylyltransferase,STM4162,thiF,4379118,4379876,-,NC_003197.2,0,0,0,0
4020,4020,4020,4020,4020,4020,4021,NP_463032.1,thiamine-phosphate diphosphorylase,STM4163,thiE,4379869,4380504,-,NC_003197.2,0,0,0,0
4021,4021,4021,4021,4021,4021,4022,NP_463033.1,phosphomethylpyrimidine synthase ThiC,STM4164,thiC,4380504,4382399,-,NC_003197.2,0,0,0,0
4022,4022,4022,4022,4022,4022,4023,NP_463034.1,anti-RNA polymerase sigma 70 factor,STM4165,rsd,4382763,4383251,-,NC_003197.2,0,0,0,0
4023,4023,4023,4023,4023,4023,4024,NP_463035.1,NADH pyrophosphatase,STM4166,yjaD,4383344,4384117,+,NC_003197.2,0,0,0,0
4024,4024,4024,4024,4024,4024,4025,NP_463036.2,uroporphyrinogen decarboxylase,STM4167,hemE,4384158,4385222,+,NC_003197.2,0,0,0,0
4025,4025,4025,4025,4025,4025,4026,NP_463037.1,endonuclease V,STM4168,nfi,4385232,4385903,+,NC_003197.2,0,0,0,0
4026,4026,4026,4026,4026,4026,4027,NP_463038.1,hypothetical protein,STM4169,yjaG,4385945,4386535,+,NC_003197.2,0,0,0,0
4027,4027,4027,4027,4027,4027,4028,NP_463039.1,DNA-binding protein,STM4170,hupA,4386722,4386994,+,NC_003197.2,0,0,0,0
4028,4028,4028,4028,4028,4028,4029,NP_463040.1,hypothetical protein,STM4171,yjaH,4387006,4387698,+,NC_003197.2,0,0,0,0
4029,4029,4029,4029,4029,4029,4030,NP_463041.1,zinc resistance protein,STM4172,zraP,4387740,4388195,-,NC_003197.2,0,0,0,0
4030,4030,4030,4030,4030,4030,4031,NP_463042.1,sensory histidine kinase,STM4173,hydH,4388449,4389846,+,NC_003197.2,0,0,0,0
4031,4031,4031,4031,4031,4031,4032,NP_463043.1,two-component system response regulator,STM4174,hydG,4389852,4391177,+,NC_003197.2,0,0,0,0
4032,4032,4032,4032,4032,4032,4033,NP_463044.1,phosphoribosylamine--glycine ligase,STM4175,purD,4391174,4392463,-,NC_003197.2,0,0,0,0
4033,4033,4033,4033,4033,4033,4034,NP_463045.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,STM4176,purH,4392475,4394064,-,NC_003197.2,0,0,0,0
4034,4034,4034,4034,4034,4034,4035,NP_463046.1,putative acetyltransferase,STM4181,yjaB,4400260,4400697,-,NC_003197.2,0,0,0,0
4035,4035,4035,4035,4035,4035,4036,NP_463047.1,homoserine O-succinyltransferase,STM4182,metA,4400854,4401783,+,NC_003197.2,0,0,0,0
4036,4036,4036,4036,4036,4036,4037,NP_463048.1,malate synthase A,STM4183,aceB,4402052,4403653,+,NC_003197.2,0,0,0,0
4037,4037,4037,4037,4037,4037,4038,NP_463049.1,isocitrate lyase,STM4184,aceA,4403685,4404989,+,NC_003197.2,0,0,0,0
4038,4038,4038,4038,4038,4038,4039,NP_463050.1,bifunctional isocitrate dehydrogenase kinase/phosphatase,STM4185,aceK,4405091,4406842,+,NC_003197.2,0,0,0,0
4039,4039,4039,4039,4039,4039,4040,NP_463051.1,putative cytoplasmic protein,STM4186,,4406806,4407213,-,NC_003197.2,0,0,0,0
4040,4040,4040,4040,4040,4040,4041,NP_463052.1,transcriptional regulator IclR,STM4187,iclR,4407224,4408048,-,NC_003197.2,0,0,0,0
4041,4041,4041,4041,4041,4041,4042,NP_463053.3,B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase,STM4188,metH,4408265,4412035,+,NC_003197.2,0,0,0,0
4042,4042,4042,4042,4042,4042,4043,NP_463054.1,PNaS family transporter,STM4189,yjbB,4412302,4413933,+,NC_003197.2,0,0,0,0
4043,4043,4043,4043,4043,4043,4044,NP_463055.1,dipeptidase E,STM4190,pepE,4414009,4414698,-,NC_003197.2,0,0,0,0
4044,4044,4044,4044,4044,4044,4045,NP_463056.1,hypothetical protein,STM4191,,4414770,4414871,+,NC_003197.2,0,0,0,0
4045,4045,4045,4045,4045,4045,4046,NP_463057.1,hypothetical protein,STM4192,,4414906,4415445,+,NC_003197.2,0,0,0,0
4046,4046,4046,4046,4046,4046,4047,NP_463058.1,23S rRNA pseudouridine synthase F,STM4193,yjbC,4415492,4416361,+,NC_003197.2,0,0,0,0
4047,4047,4047,4047,4047,4047,4048,NP_463059.1,hypothetical protein,STM4194,yjbD,4416358,4416630,-,NC_003197.2,0,0,0,0
4048,4048,4048,4048,4048,4048,4049,NP_463060.1,bile acid:sodium symporter,STM4195,,4416728,4417669,-,NC_003197.2,0,0,0,0
4049,4049,4049,4049,4049,4049,4050,NP_463061.1,hypothetical protein,STM4196,,4417931,4418659,-,NC_003197.2,0,0,0,0
4050,4050,4050,4050,4050,4050,4051,NP_463062.1,putative inner membrane protein,STM4197,,4418856,4419146,-,NC_003197.2,0,0,0,0
4051,4051,4051,4051,4051,4051,4052,NP_463063.1,hypothetical protein,STM4198,,4419395,4419850,-,NC_003197.2,0,0,0,0
4052,4052,4052,4052,4052,4052,4053,NP_463064.1,hypothetical protein,STM4199,,4419847,4420452,-,NC_003197.2,0,0,0,0
4053,4053,4053,4053,4053,4053,4054,NP_463065.1,phage tail protein,STM4200,,4420457,4422202,-,NC_003197.2,0,0,0,0
4054,4054,4054,4054,4054,4054,4055,NP_463066.1,phage tail protein I,STM4201,,4422205,4422837,-,NC_003197.2,0,0,0,0
4055,4055,4055,4055,4055,4055,4056,NP_463067.1,baseplate protein,STM4202,,4422830,4423945,-,NC_003197.2,0,0,0,0
4056,4056,4056,4056,4056,4056,4057,NP_463068.1,baseplate protein,STM4203,,4423936,4424295,-,NC_003197.2,0,0,0,0
4057,4057,4057,4057,4057,4057,4058,NP_463069.1,hypothetical protein,STM4204,,4424459,4426006,-,NC_003197.2,0,0,0,0
4058,4058,4058,4058,4058,4058,4059,NP_463070.1,glycosyltransferase,STM4205,,4426006,4426935,-,NC_003197.2,0,0,0,0
4059,4059,4059,4059,4059,4059,4060,NP_463071.1,translocase,STM4206,,4426932,4427294,-,NC_003197.2,0,0,0,0
4060,4060,4060,4060,4060,4060,4061,NP_463072.1,baseplate protein,STM4207,,4427622,4428344,-,NC_003197.2,0,0,0,0
4061,4061,4061,4061,4061,4061,4062,NP_463073.1,phage protein D,STM4208,,4428354,4429397,-,NC_003197.2,0,0,0,0
4062,4062,4062,4062,4062,4062,4063,NP_463074.1,hypothetical protein,STM4209,,4429385,4429594,-,NC_003197.2,0,0,0,0
4063,4063,4063,4063,4063,4063,4064,NP_463075.1,putative methyl-accepting chemotaxis protein,STM4210,,4429594,4430547,-,NC_003197.2,0,0,0,0
4064,4064,4064,4064,4064,4064,4065,NP_463076.1,phage tail tape measure protein,STM4211,,4430547,4432901,-,NC_003197.2,0,1,0,0
4065,4065,4065,4065,4065,4065,4066,NP_463077.1,phage major tail tube protein,STM4212,,4433455,4433979,-,NC_003197.2,0,0,0,0
4066,4066,4066,4066,4066,4066,4067,NP_463078.1,phage tail protein,STM4213,,4433979,4435406,-,NC_003197.2,0,0,0,0
4067,4067,4067,4067,4067,4067,4068,NP_463079.1,hypothetical protein,STM4214,,4435396,4435593,-,NC_003197.2,0,1,1,0
4068,4068,4068,4068,4068,4068,4069,NP_463080.1,hypothetical protein,STM4215,,4435590,4436045,-,NC_003197.2,0,1,1,0
4069,4069,4069,4069,4069,4069,4070,NP_463081.1,hypothetical protein,STM4216,,4436205,4436519,-,NC_003197.2,0,0,0,0
4070,4070,4070,4070,4070,4070,4071,NP_463082.1,lytic murein transglycosylase,STM4217,,4436532,4437137,-,NC_003197.2,0,0,0,0
4071,4071,4071,4071,4071,4071,4072,NP_463083.1,hypothetical protein,STM4218,,4437140,4437427,-,NC_003197.2,0,0,0,0
4072,4072,4072,4072,4072,4072,4073,NP_463084.3,putative cytoplasmic protein,STM4219,,4438147,4438350,+,NC_003197.2,0,0,0,0
4073,4073,4073,4073,4073,4073,4074,NP_463085.1,lysine-sensitive aspartokinase III,STM4220,lysC,4438483,4439832,-,NC_003197.2,0,0,0,0
4074,4074,4074,4074,4074,4074,4075,NP_463086.1,glucose-6-phosphate isomerase,STM4221,pgi,4440177,4441826,+,NC_003197.2,0,0,0,0
4075,4075,4075,4075,4075,4075,4076,NP_463087.3,putative outer membrane protein,STM4222,yjbE,4442267,4442512,+,NC_003197.2,0,0,0,0
4076,4076,4076,4076,4076,4076,4077,NP_463088.3,putative outer membrane lipoprotein,STM4223,yjbF,4442546,4443214,+,NC_003197.2,0,0,0,0
4077,4077,4077,4077,4077,4077,4078,NP_463089.1,hypothetical protein,STM4224,yjbG,4443211,4443948,+,NC_003197.2,0,0,0,0
4078,4078,4078,4078,4078,4078,4079,NP_463090.1,hypothetical protein,STM4225,yjbH,4443948,4446044,+,NC_003197.2,0,0,0,0
4079,4079,4079,4079,4079,4079,4080,NP_463091.1,phosphate-starvation-inducible protein PsiE,STM4226,yjbA,4446187,4446597,+,NC_003197.2,0,0,0,0
4080,4080,4080,4080,4080,4080,4081,NP_463092.1,maltose transporter permease,STM4227,malG,4446763,4447653,-,NC_003197.2,0,0,0,0
4081,4081,4081,4081,4081,4081,4082,NP_463093.1,maltose ABC transporter permease MalF,STM4228,malF,4447668,4449212,-,NC_003197.2,0,0,0,0
4082,4082,4082,4082,4082,4082,4083,NP_463094.3,maltose transport protein,STM4229,malE,4449344,4450543,-,NC_003197.2,0,0,0,0
4083,4083,4083,4083,4083,4083,4084,NP_463095.1,ABC transporter ATP-binding protein,STM4230,malK,4450896,4452005,+,NC_003197.2,0,0,0,0
