id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
4159,NP_252848.1,iron-enterobactin transporter periplasmic binding protein,PA4159,fepB,4654432,4655337,+,NC_002516.2,0,0,0
4160,NP_252849.1,ferric enterobactin transporter FepD,PA4160,fepD,4655368,4656390,+,NC_002516.2,0,0,0
4161,NP_252850.1,ferric enterobactin transporter FepG,PA4161,fepG,4656387,4657418,+,NC_002516.2,0,0,0
4162,NP_252851.1,short-chain dehydrogenase,PA4162,,4657429,4658145,-,NC_002516.2,0,0,0
4163,NP_252852.1,amidase,PA4163,,4658450,4660159,+,NC_002516.2,1,0,0
4164,NP_252853.1,hypothetical protein,PA4164,,4660221,4660547,+,NC_002516.2,0,0,0
4165,NP_252854.1,transcriptional regulator,PA4165,,4660563,4662053,-,NC_002516.2,0,0,0
4166,NP_252855.1,acetyltransferase,PA4166,,4662185,4662643,+,NC_002516.2,0,0,0
4167,NP_252856.1,"2,5-diketo-D-gluconate reductase B",PA4167,,4662693,4663511,-,NC_002516.2,0,0,0
4168,NP_252857.1,second ferric pyoverdine receptor FpvB,PA4168,fpvB,4663854,4666262,+,NC_002516.2,0,0,0
4169,NP_252858.1,hypothetical protein,PA4169,,4666327,4666755,-,NC_002516.2,0,0,0
4170,NP_252859.1,hypothetical protein,PA4170,,4666836,4667768,+,NC_002516.2,0,0,0
4171,NP_252860.1,protease,PA4171,,4667904,4668467,+,NC_002516.2,0,0,0
4172,NP_252861.1,nuclease,PA4172,,4668490,4669290,+,NC_002516.2,0,0,0
4173,NP_252862.1,hypothetical protein,PA4173,,4669322,4669720,-,NC_002516.2,0,0,0
4174,NP_252863.1,transcriptional regulator,PA4174,,4669861,4670784,+,NC_002516.2,0,0,0
4175,NP_252864.1,endopeptidase IV,PA4175,piv,4671319,4672707,+,NC_002516.2,0,0,0
4176,NP_252865.1,peptidyl-prolyl cis-trans isomerase C2,PA4176,ppiC2,4673038,4673319,-,NC_002516.2,0,0,0
4177,NP_252866.1,hypothetical protein,PA4177,,4673462,4673863,+,NC_002516.2,0,0,0
4178,NP_252867.1,hypothetical protein,PA4178,,4673963,4674706,+,NC_002516.2,0,0,0
4179,NP_252868.1,porin,PA4179,,4674944,4676239,+,NC_002516.2,0,0,0
4180,NP_252869.1,acetolactate synthase,PA4180,,4676282,4677925,-,NC_002516.2,0,0,0
4181,NP_252870.1,hypothetical protein,PA4181,,4678210,4678929,+,NC_002516.2,0,0,0
4182,NP_252871.1,hypothetical protein,PA4182,,4678957,4679595,+,NC_002516.2,0,0,0
4183,NP_252872.1,hypothetical protein,PA4183,,4679599,4680066,-,NC_002516.2,0,0,0
4184,NP_252873.1,transcriptional regulator,PA4184,,4680092,4681114,-,NC_002516.2,0,0,0
4185,NP_252874.1,transcriptional regulator,PA4185,,4681421,4682149,+,NC_002516.2,0,0,0
4186,NP_252875.1,hypothetical protein,PA4186,,4682242,4683561,+,NC_002516.2,0,0,0
4187,NP_252876.1,major facilitator superfamily transporter,PA4187,,4683697,4685025,+,NC_002516.2,0,0,0
4188,NP_252877.1,hypothetical protein,PA4188,,4685090,4686001,+,NC_002516.2,0,0,0
4189,NP_252878.1,aldehyde dehydrogenase,PA4189,,4685994,4687484,+,NC_002516.2,0,0,0
4190,NP_252879.1,monooxygenase,PA4190,pqsL,4687652,4688848,+,NC_002516.2,0,0,0
4191,NP_252880.1,iron/ascorbate oxidoreductase,PA4191,,4688889,4689893,-,NC_002516.2,0,0,0
4192,NP_252881.1,ABC transporter ATP-binding protein,PA4192,,4689902,4690645,-,NC_002516.2,0,0,0
4193,NP_252882.1,ABC transporter permease,PA4193,,4690642,4691346,-,NC_002516.2,0,0,0
4194,NP_252883.1,ABC transporter permease,PA4194,,4691343,4692041,-,NC_002516.2,0,0,0
4195,NP_252884.1,ABC transporter,PA4195,,4692126,4692956,-,NC_002516.2,0,0,0
4196,NP_252885.1,protein BfiR,PA4196,bfiR,4693112,4693756,-,NC_002516.2,0,0,0
4197,NP_252886.1,protein BfiS,PA4197,bfiS,4693759,4696035,-,NC_002516.2,0,0,0
4198,NP_252887.1,acyl-CoA synthetase,PA4198,,4696281,4697903,+,NC_002516.2,0,0,0
4199,NP_252888.1,acyl-CoA dehydrogenase,PA4199,,4698021,4699802,+,NC_002516.2,0,0,0
4200,NP_252889.1,hypothetical protein,PA4200,,4700000,4700866,+,NC_002516.2,0,0,0
4201,NP_252890.1,D-alanine--D-alanine ligase,PA4201,ddlA,4700906,4701946,-,NC_002516.2,0,0,0
4202,NP_252891.1,hypothetical protein,PA4202,,4702042,4703097,-,NC_002516.2,0,0,0
4203,NP_252892.1,transcriptional regulator,PA4203,,4703205,4704059,+,NC_002516.2,0,0,0
4204,NP_252893.1,gluconolactonase PpgL,PA4204,ppgL,4704139,4705305,+,NC_002516.2,0,0,0
4205,NP_252894.1,hypothetical protein,PA4205,mexG,4705956,4706402,+,NC_002516.2,0,0,0
4206,NP_252895.1,resistance-nodulation-cell division (RND) efflux membrane fusion protein,PA4206,mexH,4706410,4707522,+,NC_002516.2,0,0,0
4207,NP_252896.1,resistance-nodulation-cell division (RND) efflux transporter,PA4207,mexI,4707535,4710624,+,NC_002516.2,0,0,0
4208,NP_252897.1,hypothetical protein,PA4208,opmD,4710621,4712084,+,NC_002516.2,0,0,0
4209,NP_252898.1,phenazine-specific methyltransferase,PA4209,phzM,4712095,4713099,-,NC_002516.2,0,0,0
4210,NP_252899.1,phenazine biosynthesis protein,PA4210,phzA1,4713796,4714284,+,NC_002516.2,0,0,0
4211,NP_252900.1,phenazine biosynthesis protein,PA4211,phzB1,4714314,4714802,+,NC_002516.2,0,0,0
4212,NP_252901.1,phenazine biosynthesis protein PhzC,PA4212,phzC1,4714826,4716043,+,NC_002516.2,0,0,0
4213,NP_252902.1,phenazine biosynthesis protein PhzD,PA4213,phzD1,4716040,4716663,+,NC_002516.2,0,0,0
4214,NP_252903.1,phenazine biosynthesis protein PhzE,PA4214,phzE1,4716660,4718543,+,NC_002516.2,0,0,0
4215,NP_252904.1,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase",PA4215,phzF1,4718557,4719393,+,NC_002516.2,0,0,0
4216,NP_252906.1,pyridoxamine 5'-phosphate oxidase,PA4216,phzG1,4719419,4720063,+,NC_002516.2,0,0,0
4217,NP_252907.1,hypothetical protein,PA4217,phzS,4720301,4721509,+,NC_002516.2,0,0,0
4218,NP_252908.1,transporter,PA4218,,4721614,4722858,-,NC_002516.2,0,0,0
4219,NP_252909.2,hypothetical protein,PA4219,,4722851,4724356,-,NC_002516.2,0,0,0
4220,NP_252910.1,hypothetical protein,PA4220,,4724358,4724639,-,NC_002516.2,0,0,0
4221,NP_252911.1,Fe(III)-pyochelin outer membrane receptor,PA4221,fptA,4724639,4726801,-,NC_002516.2,0,0,0
4222,NP_252912.1,ABC transporter ATP-binding protein,PA4222,,4726893,4728617,-,NC_002516.2,0,0,0
4223,NP_252913.1,ABC transporter ATP-binding protein,PA4223,,4728614,4730326,-,NC_002516.2,0,0,0
4224,NP_252914.1,pyochelin biosynthetic protein PchG,PA4224,pchG,4730323,4731372,-,NC_002516.2,0,0,0
4225,NP_252915.1,pyochelin synthetase,PA4225,pchF,4731369,4736798,-,NC_002516.2,0,0,0
4226,NP_252916.1,dihydroaeruginoic acid synthetase,PA4226,pchE,4736795,4741111,-,NC_002516.2,0,0,0
4227,NP_252917.1,transcriptional regulator PchR,PA4227,pchR,4741305,4742195,-,NC_002516.2,0,0,0
4228,NP_252918.1,"2,3-dihydroxybenzoate-AMP ligase",PA4228,pchD,4742424,4744067,+,NC_002516.2,0,0,0
4229,NP_252919.1,pyochelin biosynthetic protein PchC,PA4229,pchC,4744064,4744819,+,NC_002516.2,0,0,0
4230,NP_252920.1,isochorismate-pyruvate lyase,PA4230,pchB,4744819,4745124,+,NC_002516.2,0,0,0
4231,NP_252921.1,salicylate biosynthesis isochorismate synthase,PA4231,pchA,4745121,4746551,+,NC_002516.2,0,0,0
4232,NP_252922.1,single-stranded DNA-binding protein,PA4232,ssb,4746640,4747137,-,NC_002516.2,0,0,0
4233,NP_252923.1,major facilitator superfamily transporter,PA4233,,4747154,4748542,-,NC_002516.2,0,0,0
4234,NP_252924.1,excinuclease ABC subunit A,PA4234,uvrA,4748756,4751593,+,NC_002516.2,0,0,0
4235,NP_252925.1,bacterioferritin,PA4235,bfrA,4751665,4752129,-,NC_002516.2,0,0,0
4236,NP_252926.1,catalase,PA4236,katA,4752260,4753708,-,NC_002516.2,0,0,0
4237,NP_252927.1,50S ribosomal protein L17,PA4237,rplQ,4753990,4754379,-,NC_002516.2,0,0,0
4238,NP_252928.1,DNA-directed RNA polymerase subunit alpha,PA4238,rpoA,4754423,4755424,-,NC_002516.2,0,0,0
4239,NP_252929.1,30S ribosomal protein S4,PA4239,rpsD,4755447,4756067,-,NC_002516.2,0,0,0
4240,NP_252930.1,30S ribosomal protein S11,PA4240,rpsK,4756084,4756473,-,NC_002516.2,0,0,0
4241,NP_252931.1,30S ribosomal protein S13,PA4241,rpsM,4756492,4756848,-,NC_002516.2,0,0,0
4242,NP_252932.1,50S ribosomal protein L36,PA4242,rpmJ,4756979,4757095,-,NC_002516.2,0,0,0
4243,NP_252933.1,preprotein translocase subunit SecY,PA4243,secY,4757124,4758452,-,NC_002516.2,0,0,0
4244,NP_252934.1,50S ribosomal protein L15,PA4244,rplO,4758453,4758887,-,NC_002516.2,0,0,0
4245,NP_252935.1,50S ribosomal protein L30,PA4245,rpmD,4758891,4759067,-,NC_002516.2,0,0,0
4246,NP_252936.1,30S ribosomal protein S5,PA4246,rpsE,4759070,4759570,-,NC_002516.2,0,0,0
4247,NP_252937.1,50S ribosomal protein L18,PA4247,rplR,4759574,4759924,-,NC_002516.2,0,0,0
4248,NP_252938.1,50S ribosomal protein L6,PA4248,rplF,4759935,4760468,-,NC_002516.2,0,0,0
4249,NP_252939.1,30S ribosomal protein S8,PA4249,rpsH,4760480,4760872,-,NC_002516.2,0,0,0
4250,NP_252940.1,30S ribosomal protein S14,PA4250,rpsN,4761062,4761367,-,NC_002516.2,0,0,0
4251,NP_252941.1,50S ribosomal protein L5,PA4251,rplE,4761381,4761920,-,NC_002516.2,0,0,0
4252,NP_252942.1,50S ribosomal protein L24,PA4252,rplX,4761940,4762254,-,NC_002516.2,0,0,0
4253,NP_252943.1,50S ribosomal protein L14,PA4253,rplN,4762267,4762635,-,NC_002516.2,0,0,0
4254,NP_252944.1,30S ribosomal protein S17,PA4254,rpsQ,4762659,4762925,-,NC_002516.2,0,0,0
4255,NP_252945.1,50S ribosomal protein L29,PA4255,rpmC,4762928,4763119,-,NC_002516.2,0,0,0
4256,NP_252946.1,50S ribosomal protein L16,PA4256,rplP,4763119,4763532,-,NC_002516.2,0,0,0
4257,NP_252947.1,30S ribosomal protein S3,PA4257,rpsC,4763544,4764230,-,NC_002516.2,0,0,0
4258,NP_252948.1,50S ribosomal protein L22,PA4258,rplV,4764243,4764575,-,NC_002516.2,0,0,0
4259,NP_252949.1,30S ribosomal protein S19,PA4259,rpsS,4764588,4764863,-,NC_002516.2,0,0,0
4260,NP_252950.1,50S ribosomal protein L2,PA4260,rplB,4764880,4765701,-,NC_002516.2,0,0,0
4261,NP_252951.1,50S ribosomal protein L23,PA4261,rplW,4765713,4766012,-,NC_002516.2,0,0,0
4262,NP_252952.1,50S ribosomal protein L4,PA4262,rplD,4766009,4766611,-,NC_002516.2,0,0,0
4263,NP_252953.1,50S ribosomal protein L3,PA4263,rplC,4766625,4767260,-,NC_002516.2,0,0,0
4264,NP_252954.1,30S ribosomal protein S10,PA4264,rpsJ,4767343,4767654,-,NC_002516.2,0,0,0
4265,NP_252955.1,elongation factor Tu,PA4265,tufA,4767811,4769004,-,NC_002516.2,0,0,0
4266,NP_252956.1,elongation factor G,PA4266,fusA1,4769035,4771155,-,NC_002516.2,0,0,0
4267,NP_252957.1,30S ribosomal protein S7,PA4267,rpsG,4771186,4771656,-,NC_002516.2,0,0,0
4268,NP_252958.1,30S ribosomal protein S12,PA4268,rpsL,4771756,4772127,-,NC_002516.2,0,0,0
4269,NP_252959.1,DNA-directed RNA polymerase subunit beta',PA4269,rpoC,4772279,4776478,-,NC_002516.2,0,0,0
4270,NP_252960.1,DNA-directed RNA polymerase subunit beta,PA4270,rpoB,4776544,4780617,-,NC_002516.2,0,0,0
4271,NP_252961.1,50S ribosomal protein L7/L12,PA4271,rplL,4780839,4781207,-,NC_002516.2,0,0,0
4272,NP_252962.1,50S ribosomal protein L10,PA4272,rplJ,4781286,4781786,-,NC_002516.2,0,0,0
4273,NP_252963.1,50S ribosomal protein L1,PA4273,rplA,4781985,4782680,-,NC_002516.2,0,0,0
4274,NP_252964.1,50S ribosomal protein L11,PA4274,rplK,4782680,4783111,-,NC_002516.2,0,0,0
4275,NP_252965.1,transcription antitermination protein NusG,PA4275,nusG,4783228,4783761,-,NC_002516.2,0,0,0
4276,NP_252966.1,preprotein translocase subunit SecE,PA4276,secE,4783771,4784139,-,NC_002516.2,0,0,0
4277,NP_252967.1,elongation factor Tu,PA4277,tufB,4784316,4785509,-,NC_002516.2,0,0,0
4278,NP_252968.1,hypothetical protein,PA4278,,4786021,4786725,-,NC_002516.2,0,0,0
4279,NP_252969.1,pantothenate kinase,PA4279,,4786734,4787480,-,NC_002516.2,0,0,0
4280,NP_252970.1,biotin--protein ligase,PA4280,birA,4787477,4788415,-,NC_002516.2,0,0,0
4281,NP_252971.1,exonuclease SbcD,PA4281,sbcD,4794404,4795633,+,NC_002516.2,0,0,0
4282,NP_252972.1,exonuclease,PA4282,,4795642,4799277,+,NC_002516.2,0,0,0
4283,NP_252973.1,exodeoxyribonuclease V subunit alpha,PA4283,recD,4799299,4801464,-,NC_002516.2,0,0,0
4284,NP_252974.1,exodeoxyribonuclease V subunit beta,PA4284,recB,4801461,4805198,-,NC_002516.2,0,0,0
4285,NP_252975.1,exodeoxyribonuclease V subunit gamma,PA4285,recC,4805195,4808710,-,NC_002516.2,0,0,0
4286,NP_252976.1,hypothetical protein,PA4286,,4808751,4809434,-,NC_002516.2,0,0,0
4287,NP_252977.1,hypothetical protein,PA4287,,4809547,4810437,-,NC_002516.2,0,0,0
4288,NP_252978.1,transcriptional regulator,PA4288,,4810538,4811341,+,NC_002516.2,0,0,0
4289,NP_252979.1,transporter,PA4289,,4811396,4812601,+,NC_002516.2,0,0,0
4290,NP_252980.1,chemotaxis transducer,PA4290,,4812598,4814214,-,NC_002516.2,0,0,0
4291,NP_252981.1,hypothetical protein,PA4291,,4814213,4814899,+,NC_002516.2,0,0,0
4292,NP_252982.1,phosphate transporter,PA4292,,4815043,4816512,+,NC_002516.2,0,0,0
4293,NP_252983.1,two-component sensor PprA,PA4293,pprA,4816580,4819348,-,NC_002516.2,0,0,0
4294,NP_252984.1,hypothetical protein,PA4294,,4819358,4819864,-,NC_002516.2,0,0,0
4295,NP_252985.1,Flp prepilin peptidase FppA,PA4295,fppA,4819928,4820410,+,NC_002516.2,0,0,0
4296,NP_252986.1,two-component response regulator PprB,PA4296,pprB,4820532,4821359,+,NC_002516.2,0,0,0
4297,NP_252987.1,hypothetical protein,PA4297,tadG,4821385,4823055,-,NC_002516.2,0,0,0
4298,NP_252988.1,hypothetical protein,PA4298,,4823080,4823364,-,NC_002516.2,0,0,0
4299,NP_252989.1,type II secretion system protein TadD,PA4299,tadD,4823387,4824124,-,NC_002516.2,0,0,0
4300,NP_252990.1,type II secretion system protein TadC,PA4300,tadC,4824121,4825032,-,NC_002516.2,0,0,0
4301,NP_252991.1,type II secretion system protein TadB,PA4301,tadB,4825042,4825926,-,NC_002516.2,0,0,0
4302,NP_252992.1,ATPase TadA,PA4302,tadA,4825923,4827188,-,NC_002516.2,0,0,0
4303,NP_252993.1,hypothetical protein,PA4303,tadZ,4827185,4828369,-,NC_002516.2,0,0,0
4304,NP_252994.1,type II/III secretion system protein,PA4304,rcpA,4828379,4829629,-,NC_002516.2,0,0,0
4305,NP_252995.1,hypothetical protein,PA4305,rcpC,4829643,4830554,-,NC_002516.2,0,0,0
4306,NP_252996.1,type IVb pilin Flp,PA4306,flp,4830964,4831182,+,NC_002516.2,0,0,0
4307,NP_252997.1,chemotactic transducer PctC,PA4307,pctC,4831372,4833270,+,NC_002516.2,0,0,0
4308,NP_252998.1,hypothetical protein,PA4308,,4833374,4834864,-,NC_002516.2,0,0,0
4309,NP_252999.1,chemotactic transducer PctA,PA4309,pctA,4835264,4837153,+,NC_002516.2,0,0,0
4310,NP_253000.1,chemotactic transducer PctB,PA4310,pctB,4837390,4839279,+,NC_002516.2,0,0,0
4311,NP_253001.1,hypothetical protein,PA4311,,4839597,4840712,+,NC_002516.2,0,0,0
4312,NP_253002.1,hypothetical protein,PA4312,,4840705,4841466,+,NC_002516.2,0,0,0
4313,NP_253003.1,hypothetical protein,PA4313,,4841463,4842464,+,NC_002516.2,0,0,0
4314,YP_008719777.1,hypothetical protein,PA4313a,,4842439,4842651,-,NC_002516.2,0,0,0
4315,NP_253004.1,formyltetrahydrofolate deformylase,PA4314,purU1,4842701,4843552,-,NC_002516.2,0,0,0
4316,NP_253005.1,transcriptional regulator MvaT,PA4315,mvaT,4843812,4844186,+,NC_002516.2,0,0,0
4317,NP_253006.1,exonuclease I,PA4316,sbcB,4844271,4845713,-,NC_002516.2,0,0,0
4318,NP_253007.1,hypothetical protein,PA4317,,4845938,4846675,+,NC_002516.2,0,0,0
4319,NP_253008.1,hypothetical protein,PA4318,,4846713,4847510,+,NC_002516.2,0,0,0
4320,NP_253009.1,hypothetical protein,PA4319,,4847507,4848487,+,NC_002516.2,0,0,0
4321,NP_253010.1,hypothetical protein,PA4320,,4848474,4850045,+,NC_002516.2,0,0,0
4322,NP_253011.1,hypothetical protein,PA4321,,4850042,4851313,+,NC_002516.2,0,0,0
4323,NP_253012.1,hypothetical protein,PA4322,,4851310,4852317,+,NC_002516.2,0,0,0
4324,NP_253013.1,hypothetical protein,PA4323,,4852314,4853645,+,NC_002516.2,0,0,0
4325,NP_253014.1,hypothetical protein,PA4324,,4853650,4854009,-,NC_002516.2,0,0,0
4326,NP_253015.1,hypothetical protein,PA4325,,4854070,4854492,-,NC_002516.2,0,0,0
4327,NP_253016.1,hypothetical protein,PA4326,,4854595,4854978,-,NC_002516.2,0,0,0
4328,NP_253017.1,hypothetical protein,PA4327,,4855072,4855878,+,NC_002516.2,0,0,0
4329,NP_253018.1,hypothetical protein,PA4328,,4855963,4856877,+,NC_002516.2,0,0,0
4330,NP_253019.1,pyruvate kinase,PA4329,pykA,4856960,4858411,+,NC_002516.2,0,0,0
4331,NP_253020.1,enoyl-CoA hydratase,PA4330,,4858490,4859263,-,NC_002516.2,0,0,0
4332,NP_253021.1,hypothetical protein,PA4331,,4859329,4860255,-,NC_002516.2,0,0,0
4333,NP_253022.2,hypothetical protein,PA4332,,4860248,4861375,-,NC_002516.2,0,0,0
4334,NP_253023.1,fumarase,PA4333,,4861653,4863176,+,NC_002516.2,0,0,0
4335,NP_253024.1,manganese transporter MntH,PA4334,,4863273,4864529,-,NC_002516.2,0,0,0
4336,NP_253025.1,hypothetical protein,PA4335,,4864665,4864973,-,NC_002516.2,0,0,0
4337,NP_253026.1,hypothetical protein,PA4336,,4864994,4865578,-,NC_002516.2,0,0,0
4338,NP_253027.1,hypothetical protein,PA4337,,4865682,4866293,-,NC_002516.2,0,0,0
4339,NP_253028.1,acyltransferase,PA4338,,4866387,4867667,-,NC_002516.2,0,0,0
4340,NP_253029.1,phospholipase,PA4339,,4867767,4868846,-,NC_002516.2,0,0,0
4341,NP_253030.1,hypothetical protein,PA4340,,4868921,4869493,-,NC_002516.2,0,0,0
4342,NP_253031.1,transcriptional regulator,PA4341,,4869558,4870328,-,NC_002516.2,0,0,0
4343,NP_253032.1,amidase,PA4342,,4870428,4871912,-,NC_002516.2,0,0,0
4344,NP_253033.1,major facilitator superfamily transporter,PA4343,,4871913,4873232,-,NC_002516.2,0,0,0
4345,NP_253034.1,hydrolase,PA4344,,4873270,4874490,-,NC_002516.2,0,0,0
4346,NP_253035.1,hypothetical protein,PA4345,,4874655,4875245,-,NC_002516.2,0,0,0
4347,NP_253036.1,hypothetical protein,PA4346,,4875306,4875641,-,NC_002516.2,0,0,0
4348,NP_253037.1,hypothetical protein,PA4347,,4875638,4876792,-,NC_002516.2,0,0,0
4349,NP_253038.1,hypothetical protein,PA4348,,4876821,4877606,-,NC_002516.2,0,0,0
4350,NP_253039.1,hypothetical protein,PA4349,,4877691,4878587,-,NC_002516.2,0,0,0
4351,NP_253040.1,hypothetical protein,PA4350,,4878790,4879545,+,NC_002516.2,0,0,0
4352,NP_253041.1,acyltransferase,PA4351,,4879545,4880321,+,NC_002516.2,0,0,0
4353,NP_253042.1,hypothetical protein,PA4352,,4880318,4881178,-,NC_002516.2,0,0,0
4354,NP_253043.1,hypothetical protein,PA4353,,4881328,4881900,-,NC_002516.2,0,0,0
4355,NP_253044.1,hypothetical protein,PA4354,,4882053,4882355,+,NC_002516.2,0,0,0
4356,NP_253045.1,major facilitator superfamily transporter,PA4355,,4882404,4883570,+,NC_002516.2,0,0,0
4357,NP_253046.1,xenobiotic reductase,PA4356,xenB,4883607,4884659,+,NC_002516.2,0,0,0
4358,NP_253047.1,hypothetical protein,PA4357,,4884719,4884961,-,NC_002516.2,0,0,0
4359,NP_253048.1,ferrous iron transporter B,PA4358,,4884961,4887261,-,NC_002516.2,0,0,0
4360,NP_253049.1,ferrous iron transporter A,PA4359,,4887279,4887506,-,NC_002516.2,0,0,0
4361,YP_008719778.1,hypothetical protein,PA4360a,,4888848,4889111,+,NC_002516.2,0,0,0
4362,NP_253051.1,oxidoreductase,PA4361,,4889112,4890101,-,NC_002516.2,0,0,0
4363,NP_253052.1,hypothetical protein,PA4362,,4890286,4891344,+,NC_002516.2,0,0,0
4364,NP_253053.1,chromosome replication initiation inhibitor protein,PA4363,iciA,4891345,4892247,-,NC_002516.2,0,0,0
4365,NP_253054.1,hypothetical protein,PA4364,,4892345,4892746,+,NC_002516.2,0,0,0
4366,NP_253055.1,transporter,PA4365,,4892748,4893350,+,NC_002516.2,0,0,0
4367,NP_253056.1,superoxide dismutase,PA4366,sodB,4893697,4894278,+,NC_002516.2,0,0,0
4368,NP_253057.1,protein BifA,PA4367,bifA,4894459,4896522,+,NC_002516.2,0,0,0
4369,NP_253058.1,hypothetical protein,PA4368,,4896523,4897425,-,NC_002516.2,0,0,0
4370,NP_253059.1,hypothetical protein,PA4369,,4897427,4897999,-,NC_002516.2,0,0,0
4371,NP_253060.1,insulin-cleaving metalloproteinase outer membrane protein,PA4370,icmP,4898193,4899533,+,NC_002516.2,0,0,0
4372,NP_253061.1,hypothetical protein,PA4371,,4899696,4901117,+,NC_002516.2,0,0,0
4373,NP_253062.1,hypothetical protein,PA4372,,4901127,4902191,+,NC_002516.2,0,0,0
4374,NP_253063.1,hypothetical protein,PA4373,,4902202,4903296,+,NC_002516.2,0,0,0
4375,NP_253064.1,resistance-nodulation-cell division (RND) efflux membrane fusion protein,PA4374,,4903466,4904596,+,NC_002516.2,0,0,0
4376,NP_253065.1,multidrug efflux protein,PA4375,,4904647,4907703,+,NC_002516.2,0,0,0
4377,NP_253066.1,nicotinate phosphoribosyltransferase,PA4376,pncB2,4907841,4909037,+,NC_002516.2,0,0,0
4378,NP_253067.1,hypothetical protein,PA4377,,4909162,4909404,-,NC_002516.2,0,0,0
4379,NP_253068.1,hypothetical protein,PA4378,inaA,4909401,4910105,-,NC_002516.2,0,0,0
4380,NP_253069.1,hypothetical protein,PA4379,,4910108,4910791,-,NC_002516.2,0,0,0
4381,NP_253070.1,two-component sensor,PA4380,,4910871,4912151,-,NC_002516.2,0,0,0
4382,NP_253071.1,two-component response regulator,PA4381,,4912141,4912824,-,NC_002516.2,0,0,0
4383,NP_253072.1,hypothetical protein,PA4382,,4913041,4913835,+,NC_002516.2,0,0,0
4384,NP_253073.1,camphor resistance protein CrcB,PA4383,,4914127,4914510,-,NC_002516.2,0,0,0
4385,NP_253074.1,hypothetical protein,PA4384,,4914739,4915425,+,NC_002516.2,0,0,0
4386,NP_253075.1,molecular chaperone GroEL,PA4385,groEL,4915481,4917124,-,NC_002516.2,0,0,0
4387,NP_253076.1,co-chaperonin GroES,PA4386,groES,4917175,4917468,-,NC_002516.2,0,0,0
4388,NP_253077.1,phage exclusion suppressor FxsA,PA4387,,4917663,4918130,-,NC_002516.2,0,0,0
4389,NP_253078.1,hypothetical protein,PA4388,,4918199,4918933,-,NC_002516.2,0,0,0
4390,NP_253079.1,3-ketoacyl-ACP reductase,PA4389,speA,4919042,4919800,+,NC_002516.2,0,0,0
4391,NP_253080.1,hypothetical protein,PA4390,,4919859,4920866,-,NC_002516.2,0,0,0
4392,NP_253081.1,hypothetical protein,PA4391,,4920981,4921982,-,NC_002516.2,0,0,0
4393,NP_253082.1,hypothetical protein,PA4392,,4921981,4922364,+,NC_002516.2,0,0,0
4394,NP_253083.1,AmpG protein,PA4393,ampG,4922407,4924191,+,NC_002516.2,0,0,0
4395,NP_253084.1,hypothetical protein,PA4394,,4924247,4925083,-,NC_002516.2,0,0,0
4396,NP_253085.1,nucleotide-binding protein,PA4395,,4925316,4925795,-,NC_002516.2,0,0,0
4397,NP_253086.1,two-component response regulator,PA4396,,4925899,4926999,+,NC_002516.2,0,0,0
4398,NP_253087.1,2-dehydropantoate 2-reductase,PA4397,panE,4927036,4927947,+,NC_002516.2,0,0,0
4399,NP_253088.1,two-component sensor,PA4398,,4927998,4930094,+,NC_002516.2,0,0,0
4400,NP_253089.1,hypothetical protein,PA4399,,4930099,4930677,+,NC_002516.2,0,0,0
4401,NP_253090.1,hypothetical protein,PA4400,,4930748,4931695,-,NC_002516.2,0,0,0
4402,NP_253091.1,glutathione S-transferase,PA4401,,4931746,4932381,-,NC_002516.2,0,0,0
4403,NP_253092.1,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,PA4402,argJ,4932502,4933719,-,NC_002516.2,0,0,0
4404,NP_253093.1,preprotein translocase subunit SecA,PA4403,secA,4933866,4936616,-,NC_002516.2,0,0,0
4405,NP_253094.1,hypothetical protein,PA4404,,4936750,4937673,-,NC_002516.2,0,0,0
4406,NP_253095.1,hypothetical protein,PA4405,,4937820,4938215,+,NC_002516.2,0,0,0
4407,NP_253096.1,UDP-3-O-[3-hydroxymyristoyl,PA4406,lpxC,4938276,4939187,-,NC_002516.2,0,0,0
4408,NP_253097.1,cell division protein FtsZ,PA4407,ftsZ,4939300,4940484,-,NC_002516.2,0,0,0
4409,NP_253098.1,cell division protein FtsA,PA4408,ftsA,4940535,4941788,-,NC_002516.2,0,0,0
4410,NP_253099.1,cell division protein FtsQ,PA4409,ftsQ,4941810,4942673,-,NC_002516.2,0,0,0
4411,NP_253100.1,D-alanine--D-alanine ligase,PA4410,ddlB,4942677,4943636,-,NC_002516.2,0,0,0
4412,NP_253101.1,UDP-N-acetylmuramate--L-alanine ligase,PA4411,murC,4943633,4945075,-,NC_002516.2,0,0,0
4413,NP_253102.1,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,PA4412,murG,4945068,4946141,-,NC_002516.2,0,0,0
4414,NP_253103.1,cell division protein FtsW,PA4413,ftsW,4946131,4947330,-,NC_002516.2,0,0,0
4415,NP_253104.1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,PA4414,murD,4947330,4948676,-,NC_002516.2,0,0,0
4416,NP_253105.1,phospho-N-acetylmuramoyl-pentapeptide-transferase,PA4415,mraY,4948690,4949772,-,NC_002516.2,0,0,0
