,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
4278,4278,4278,4430,WP_046463424.1,PoNi-like cognate immunity protein,PSPTO_RS22730,,4950205,4951146,+,NC_004578.1,0,0,0,0
4279,4279,4279,4431,WP_226992653.1,hypothetical protein,PSPTO_RS22735,,4951193,4952605,+,NC_004578.1,0,0,0,1
4280,4280,4280,4432,WP_046463425.1,PoNi-like cognate immunity protein,PSPTO_RS22740,,4952609,4953550,+,NC_004578.1,0,0,0,0
4281,4281,4281,4433,WP_003409202.1,IS66-like element ISPsy5 family transposase,PSPTO_RS22745,,4953854,4955407,-,NC_004578.1,0,0,0,0
4282,4282,4282,4434,WP_003409203.1,IS66 family insertion sequence element accessory protein TnpB,PSPTO_RS22750,tnpB,4955425,4955784,-,NC_004578.1,0,0,0,0
4283,4283,4283,4436,WP_005766595.1,mechanosensitive ion channel family protein,PSPTO_RS22760,,4956360,4957190,-,NC_004578.1,0,0,0,0
4284,4284,4284,4437,WP_003380977.1,YajQ family cyclic di-GMP-binding protein,PSPTO_RS22765,,4957313,4957792,-,NC_004578.1,0,0,0,0
4285,4285,4285,4438,WP_011104997.1,putative 2-dehydropantoate 2-reductase,PSPTO_RS22770,,4957962,4958882,+,NC_004578.1,0,0,0,0
4286,4286,4286,4439,WP_005766590.1,ATP-binding protein,PSPTO_RS22775,,4958927,4960963,+,NC_004578.1,0,0,0,0
4287,4287,4287,4440,WP_011104998.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",PSPTO_RS22780,,4960979,4961557,+,NC_004578.1,0,0,0,1
4288,4288,4288,4441,WP_011104999.1,Nudix family hydrolase,PSPTO_RS22785,,4961699,4962649,-,NC_004578.1,0,0,0,0
4289,4289,4289,4443,WP_011105001.1,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,PSPTO_RS22795,argJ,4963332,4964549,-,NC_004578.1,0,0,0,0
4290,4290,4290,4444,WP_005766579.1,preprotein translocase subunit SecA,PSPTO_RS22800,secA,4964661,4967402,-,NC_004578.1,0,0,0,0
4291,4291,4291,4445,WP_003377653.1,DUF721 domain-containing protein,PSPTO_RS22805,,4967707,4968162,+,NC_004578.1,0,0,0,0
4292,4292,4292,4446,WP_003377651.1,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PSPTO_RS22810,lpxC,4968298,4969209,-,NC_004578.1,0,0,0,0
4293,4293,4293,4447,WP_005766576.1,cell division protein FtsZ,PSPTO_RS22815,ftsZ,4969322,4970509,-,NC_004578.1,0,0,0,0
4294,4294,4294,4448,WP_003377649.1,cell division protein FtsA,PSPTO_RS22820,ftsA,4970597,4971853,-,NC_004578.1,0,0,0,0
4295,4295,4295,4449,WP_005766574.1,cell division protein FtsQ/DivIB,PSPTO_RS22825,,4971868,4972737,-,NC_004578.1,0,0,0,0
4296,4296,4296,4450,WP_011105003.1,D-alanine--D-alanine ligase,PSPTO_RS22830,,4972741,4973700,-,NC_004578.1,0,0,0,0
4297,4297,4297,4451,WP_005766570.1,UDP-N-acetylmuramate--L-alanine ligase,PSPTO_RS22835,murC,4973697,4975157,-,NC_004578.1,0,0,0,0
4298,4298,4298,4452,WP_005766568.1,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,PSPTO_RS22840,murG,4975150,4976220,-,NC_004578.1,0,0,0,0
4299,4299,4299,4453,WP_162839066.1,putative lipid II flippase FtsW,PSPTO_RS22845,ftsW,4976210,4977421,-,NC_004578.1,0,0,0,0
4300,4300,4300,4454,WP_005766566.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,PSPTO_RS22850,murD,4977421,4978767,-,NC_004578.1,0,0,0,0
4301,4301,4301,4455,WP_003313553.1,phospho-N-acetylmuramoyl-pentapeptide-transferase,PSPTO_RS22855,mraY,4978773,4979855,-,NC_004578.1,0,0,0,0
4302,4302,4302,4456,WP_011105004.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,PSPTO_RS22860,,4979855,4981225,-,NC_004578.1,0,0,0,0
4303,4303,4303,4457,WP_005766562.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",PSPTO_RS22865,,4981218,4982681,-,NC_004578.1,0,0,0,0
4304,4304,4304,4458,WP_017682720.1,penicillin-binding protein 2,PSPTO_RS22870,,4982681,4984411,-,NC_004578.1,0,0,0,0
4305,4305,4305,4459,WP_005739040.1,cell division protein FtsL,PSPTO_RS22875,ftsL,4984408,4984701,-,NC_004578.1,0,0,0,0
4306,4306,4306,4460,WP_007243678.1,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,PSPTO_RS22880,rsmH,4984698,4985639,-,NC_004578.1,0,0,0,0
4307,4307,4307,4461,WP_005620303.1,division/cell wall cluster transcriptional repressor MraZ,PSPTO_RS22885,mraZ,4985642,4986097,-,NC_004578.1,0,0,0,0
4308,4308,4308,4462,WP_007243679.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,PSPTO_RS22895,rsmI,4986848,4987717,-,NC_004578.1,0,0,0,0
4309,4309,4309,4463,WP_005766553.1,penicillin-binding protein activator,PSPTO_RS22900,,4987997,4989811,+,NC_004578.1,0,0,0,0
4310,4310,4310,4464,WP_005766552.1,YraN family protein,PSPTO_RS22905,,4989808,4990194,+,NC_004578.1,0,0,0,0
4311,4311,4311,4465,WP_005620308.1,phosphoheptose isomerase,PSPTO_RS22910,,4990364,4990957,+,NC_004578.1,0,0,0,0
4312,4312,4312,4466,WP_005766550.1,BON domain-containing protein,PSPTO_RS22915,,4990954,4991532,+,NC_004578.1,0,0,0,0
4313,4313,4313,4467,WP_003377610.1,ClpXP protease specificity-enhancing factor,PSPTO_RS22920,,4991593,4992006,-,NC_004578.1,0,0,0,0
4314,4314,4314,4468,WP_005766548.1,glutathione S-transferase N-terminal domain-containing protein,PSPTO_RS22925,,4992024,4992641,-,NC_004578.1,0,0,0,0
4315,4315,4315,4469,WP_002555064.1,30S ribosomal protein S9,PSPTO_RS22930,rpsI,4992922,4993314,-,NC_004578.1,0,0,0,0
4316,4316,4316,4470,WP_003377605.1,50S ribosomal protein L13,PSPTO_RS22935,rplM,4993329,4993757,-,NC_004578.1,0,0,0,0
4317,4317,4317,4471,WP_161797771.1,GlxA family transcriptional regulator,PSPTO_RS22940,,4994252,4995163,+,NC_004578.1,0,0,0,0
4318,4318,4318,4472,WP_005766543.1,cell division protein ZapE,PSPTO_RS22945,,4995238,4996332,-,NC_004578.1,0,0,0,0
4319,4319,4319,4473,WP_005766542.1,tryptophan--tRNA ligase,PSPTO_RS22950,,4996395,4997744,-,NC_004578.1,0,0,0,0
4320,4320,4320,4474,WP_003377598.1,thioesterase domain-containing protein,PSPTO_RS22955,,4997784,4998413,-,NC_004578.1,0,0,0,0
4321,4321,4321,4475,WP_005620321.1,DUF1043 family protein,PSPTO_RS22960,,4998559,4999002,+,NC_004578.1,0,0,0,0
4322,4322,4322,4476,WP_011105005.1,sulfate adenylyltransferase subunit CysN,PSPTO_RS22965,cysN,4999132,5001030,-,NC_004578.1,0,0,0,0
4323,4323,4323,4477,WP_003313577.1,sulfate adenylyltransferase subunit CysD,PSPTO_RS22970,cysD,5001041,5001958,-,NC_004578.1,0,0,0,0
4324,4324,4324,4478,WP_003377592.1,Nif3-like dinuclear metal center hexameric protein,PSPTO_RS22975,,5002112,5002870,-,NC_004578.1,0,0,0,0
4325,4325,4325,4479,WP_003377590.1,trypsin-like peptidase domain-containing protein,PSPTO_RS22980,,5002982,5004142,+,NC_004578.1,0,0,0,0
4326,4326,4326,4480,WP_011105006.1,thiol-disulfide oxidoreductase DCC family protein,PSPTO_RS22985,,5004167,5004619,-,NC_004578.1,0,0,0,0
4327,4327,4327,4481,WP_005766530.1,histidinol-phosphate transaminase,PSPTO_RS22995,hisC,5005376,5006428,-,NC_004578.1,0,0,0,0
4328,4328,4328,4482,WP_005766528.1,histidinol dehydrogenase,PSPTO_RS23000,hisD,5006428,5007774,-,NC_004578.1,0,0,0,0
4329,4329,4329,4483,WP_005766526.1,ATP phosphoribosyltransferase,PSPTO_RS23005,hisG,5007899,5008534,-,NC_004578.1,0,0,0,0
4330,4330,4330,4484,WP_005739059.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,PSPTO_RS23010,murA,5008689,5009954,-,NC_004578.1,0,0,0,0
4331,4331,4331,4485,WP_003377577.1,BolA family transcriptional regulator,PSPTO_RS23015,,5009977,5010216,-,NC_004578.1,0,0,0,0
4332,4332,4332,4486,WP_005766523.1,STAS domain-containing protein,PSPTO_RS23020,,5010331,5010636,-,NC_004578.1,0,0,0,0
4333,4333,4333,4487,WP_005766521.1,ABC transporter substrate-binding protein,PSPTO_RS23025,,5010633,5011283,-,NC_004578.1,0,0,0,0
4334,4334,4334,4488,WP_003377572.1,outer membrane lipid asymmetry maintenance protein MlaD,PSPTO_RS23030,mlaD,5011313,5011780,-,NC_004578.1,0,0,0,0
4335,4335,4335,4489,WP_011105008.1,lipid asymmetry maintenance ABC transporter permease subunit MlaE,PSPTO_RS23035,mlaE,5011780,5012577,-,NC_004578.1,0,0,0,0
4336,4336,4336,4490,WP_005620333.1,ATP-binding cassette domain-containing protein,PSPTO_RS23040,,5012577,5013386,-,NC_004578.1,0,0,0,0
4337,4337,4337,4491,WP_005766516.1,KpsF/GutQ family sugar-phosphate isomerase,PSPTO_RS23045,,5013691,5014665,+,NC_004578.1,0,0,0,0
4338,4338,4338,4492,WP_005766514.1,HAD family hydrolase,PSPTO_RS23050,,5014665,5015204,+,NC_004578.1,0,0,0,0
4339,4339,4339,4493,WP_005766512.1,LPS export ABC transporter periplasmic protein LptC,PSPTO_RS23055,lptC,5015213,5015785,+,NC_004578.1,0,0,0,0
4340,4340,4340,4494,WP_007243690.1,lipopolysaccharide transport periplasmic protein LptA,PSPTO_RS23060,lptA,5015772,5016320,+,NC_004578.1,0,0,0,0
4341,4341,4341,4495,WP_005620338.1,LPS export ABC transporter ATP-binding protein,PSPTO_RS23065,lptB,5016321,5017046,+,NC_004578.1,0,0,0,0
4342,4342,4342,4496,WP_003377556.1,RNA polymerase factor sigma-54,PSPTO_RS23070,,5017229,5018722,+,NC_004578.1,0,0,0,0
4343,4343,4343,4497,WP_003377554.1,ribosome-associated translation inhibitor RaiA,PSPTO_RS23075,raiA,5018797,5019105,+,NC_004578.1,0,0,0,0
4344,4344,4344,4498,WP_005766506.1,PTS IIA-like nitrogen regulatory protein PtsN,PSPTO_RS23080,ptsN,5019117,5019581,+,NC_004578.1,0,0,0,0
4345,4345,4345,4499,WP_003377550.1,RNase adapter RapZ,PSPTO_RS23085,rapZ,5019584,5020441,+,NC_004578.1,0,0,0,0
4346,4346,4346,4500,WP_003377548.1,HPr family phosphocarrier protein,PSPTO_RS23090,,5020458,5020730,+,NC_004578.1,0,0,0,0
4347,4347,4347,4501,WP_011105010.1,superoxide dismutase,PSPTO_RS23095,,5020901,5021512,-,NC_004578.1,0,1,1,0
4348,4348,4348,4502,WP_005766501.1,tetratricopeptide repeat protein,PSPTO_RS23100,,5021513,5021974,-,NC_004578.1,0,0,0,0
4349,4349,4349,4503,WP_011105011.1,class II fumarate hydratase,PSPTO_RS23105,,5022007,5023383,-,NC_004578.1,0,0,0,0
4350,4350,4350,4504,WP_011105012.1,hypothetical protein,PSPTO_RS23110,,5023376,5023771,-,NC_004578.1,0,1,0,0
4351,4351,4351,4505,WP_007243694.1,metalloprotease PmbA,PSPTO_RS23115,pmbA,5024076,5025422,-,NC_004578.1,0,0,0,0
4352,4352,4352,4506,WP_003377535.1,ribosome-associated protein,PSPTO_RS23120,,5025530,5026051,+,NC_004578.1,0,0,0,0
4353,4353,4353,4507,WP_011105013.1,metalloprotease TldD,PSPTO_RS23125,tldD,5026100,5027539,-,NC_004578.1,0,0,0,0
4354,4354,4354,4508,WP_005766488.1,carbon-nitrogen hydrolase family protein,PSPTO_RS23130,,5027542,5028387,-,NC_004578.1,0,0,0,0
4355,4355,4355,4509,WP_011105014.1,TIGR02099 family protein,PSPTO_RS23135,,5028436,5032251,-,NC_004578.1,0,0,0,0
4356,4356,4356,4510,WP_003377531.1,ribonuclease G,PSPTO_RS23140,rng,5032433,5033890,-,NC_004578.1,0,0,0,0
4357,4357,4357,4511,WP_011105015.1,Maf-like protein,PSPTO_RS23145,,5033887,5034489,-,NC_004578.1,0,0,0,0
4358,4358,4358,4512,WP_003377527.1,rod shape-determining protein MreD,PSPTO_RS23150,mreD,5034557,5035048,-,NC_004578.1,0,0,0,0
4359,4359,4359,4513,WP_074842212.1,rod shape-determining protein MreC,PSPTO_RS23155,mreC,5035041,5036168,-,NC_004578.1,0,0,0,0
4360,4360,4360,4514,WP_002555108.1,rod shape-determining protein MreB,PSPTO_RS23160,mreB,5036351,5037388,-,NC_004578.1,0,0,0,0
4361,4361,4361,4515,WP_002555109.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,PSPTO_RS23165,gatC,5037595,5037882,+,NC_004578.1,0,0,0,0
4362,4362,4362,4516,WP_005766477.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,PSPTO_RS23170,gatA,5037897,5039348,+,NC_004578.1,0,0,0,0
4363,4363,4363,4517,WP_011105016.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,PSPTO_RS23175,gatB,5039359,5040804,+,NC_004578.1,0,0,0,0
4364,4364,4364,4518,WP_011105017.1,septal ring lytic transglycosylase RlpA family protein,PSPTO_RS23180,,5040903,5041271,+,NC_004578.1,0,0,0,0
4365,4365,4365,4519,WP_011105018.1,calcium/sodium antiporter,PSPTO_RS23185,,5041338,5042369,+,NC_004578.1,0,0,0,0
4366,4366,4366,4520,WP_007243700.1,carboxymuconolactone decarboxylase family protein,PSPTO_RS23190,,5042401,5042784,+,NC_004578.1,0,0,0,0
4367,4367,4367,4521,WP_005766467.1,AEC family transporter,PSPTO_RS23195,,5042771,5043721,-,NC_004578.1,0,0,0,0
4368,4368,4368,4522,WP_011105019.1,alkaline phosphatase D family protein,PSPTO_RS23200,,5043826,5045409,-,NC_004578.1,0,0,0,0
4369,4369,4369,4523,WP_005766463.1,class I SAM-dependent methyltransferase,PSPTO_RS23205,,5045558,5046574,+,NC_004578.1,0,0,0,0
4370,4370,4370,4524,WP_005766460.1,DUF748 domain-containing protein,PSPTO_RS23210,,5046699,5049662,+,NC_004578.1,0,0,0,0
4371,4371,4371,4525,WP_032710582.1,DUF2845 domain-containing protein,PSPTO_RS23215,,5049688,5049996,+,NC_004578.1,0,0,0,0
4372,4372,4372,4526,WP_004656644.1,BON domain-containing protein,PSPTO_RS23220,,5050151,5050504,-,NC_004578.1,0,0,0,0
4373,4373,4373,4527,WP_054082654.1,IS1182 family transposase,PSPTO_RS23225,,5050863,5052287,-,NC_004578.1,0,0,0,0
4374,4374,4374,4528,WP_003377508.1,polyribonucleotide nucleotidyltransferase,PSPTO_RS23230,pnp,5052402,5054507,-,NC_004578.1,0,0,0,0
4375,4375,4375,4529,WP_002555121.1,30S ribosomal protein S15,PSPTO_RS23235,rpsO,5054683,5054952,-,NC_004578.1,0,0,0,0
4376,4376,4376,4530,WP_005766456.1,tRNA pseudouridine(55) synthase TruB,PSPTO_RS23240,truB,5055111,5056028,-,NC_004578.1,0,0,0,0
4377,4377,4377,4531,WP_003377505.1,30S ribosome-binding factor RbfA,PSPTO_RS23245,rbfA,5056032,5056448,-,NC_004578.1,0,0,0,0
4378,4378,4378,4532,WP_003377503.1,translation initiation factor IF-2,PSPTO_RS23250,infB,5056608,5059133,-,NC_004578.1,0,0,0,0
4379,4379,4379,4533,WP_005620402.1,transcription termination factor NusA,PSPTO_RS23255,nusA,5059161,5060642,-,NC_004578.1,0,0,0,0
4380,4380,4380,4534,WP_024419631.1,ribosome maturation factor RimP,PSPTO_RS23260,rimP,5060702,5061160,-,NC_004578.1,0,0,0,0
4381,4381,4381,4535,WP_005766452.1,preprotein translocase subunit SecG,PSPTO_RS23275,secG,5061595,5061975,-,NC_004578.1,0,0,0,0
4382,4382,4382,4536,WP_005739097.1,triose-phosphate isomerase,PSPTO_RS23280,tpiA,5061980,5062735,-,NC_004578.1,0,0,0,0
4383,4383,4383,4537,WP_005766449.1,phosphoglucosamine mutase,PSPTO_RS23285,glmM,5062802,5064145,-,NC_004578.1,0,0,0,0
4384,4384,4384,4538,WP_011105022.1,dihydropteroate synthase,PSPTO_RS23290,folP,5064162,5065013,-,NC_004578.1,0,0,0,0
4385,4385,4385,4539,WP_011105023.1,ATP-dependent zinc metalloprotease FtsH,PSPTO_RS23295,ftsH,5065022,5066926,-,NC_004578.1,0,0,0,0
4386,4386,4386,4540,WP_005620411.1,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,PSPTO_RS23300,rlmE,5067120,5067770,-,NC_004578.1,0,0,0,0
4387,4387,4387,4541,WP_003377487.1,YhbY family RNA-binding protein,PSPTO_RS23305,,5067874,5068185,+,NC_004578.1,0,0,0,0
4388,4388,4388,4542,WP_005766442.1,transcription elongation factor GreA,PSPTO_RS23310,greA,5068265,5068741,-,NC_004578.1,0,0,0,0
4389,4389,4389,4543,WP_007243709.1,carbamoyl-phosphate synthase large subunit,PSPTO_RS23315,carB,5068738,5071959,-,NC_004578.1,0,0,0,0
4390,4390,4390,4544,WP_007243710.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,PSPTO_RS23320,carA,5072095,5073231,-,NC_004578.1,0,0,0,0
4391,4391,4391,4545,WP_005766439.1,4-hydroxy-tetrahydrodipicolinate reductase,PSPTO_RS23325,dapB,5073447,5074250,-,NC_004578.1,0,0,0,0
4392,4392,4392,4546,WP_003377482.1,molecular chaperone DnaJ,PSPTO_RS23330,dnaJ,5074273,5075415,-,NC_004578.1,0,0,0,0
4393,4393,4393,4547,WP_011105024.1,molecular chaperone DnaK,PSPTO_RS23335,dnaK,5075741,5077657,-,NC_004578.1,0,0,0,0
4394,4394,4394,4548,WP_003377479.1,nucleotide exchange factor GrpE,PSPTO_RS23340,grpE,5077768,5078331,-,NC_004578.1,0,0,0,0
4395,4395,4395,4549,WP_011105025.1,DNA repair protein RecN,PSPTO_RS23345,recN,5078600,5080273,+,NC_004578.1,0,0,0,0
4396,4396,4396,4550,WP_002555142.1,ferric iron uptake transcriptional regulator,PSPTO_RS23350,fur,5080338,5080745,-,NC_004578.1,0,0,0,0
4397,4397,4397,4551,WP_011105026.1,outer membrane protein assembly factor BamE,PSPTO_RS23355,,5080844,5081365,+,NC_004578.1,0,0,0,0
4398,4398,4398,4552,WP_165442254.1,IS3 family transposase,PSPTO_RS23360,,5081470,5081821,+,NC_004578.1,0,0,0,0
4399,4399,4399,4553,WP_011105028.1,RnfH family protein,PSPTO_RS23365,,5082748,5083062,-,NC_004578.1,0,0,0,0
4400,4400,4400,4554,WP_005620437.1,type II toxin-antitoxin system RatA family toxin,PSPTO_RS23370,,5083055,5083489,-,NC_004578.1,0,0,0,0
4401,4401,4401,4555,WP_007243715.1,sodium-dependent transporter,PSPTO_RS23375,,5083497,5084900,-,NC_004578.1,0,0,0,0
4402,4402,4402,4556,WP_003377471.1,SsrA-binding protein SmpB,PSPTO_RS23380,smpB,5085014,5085496,+,NC_004578.1,0,0,0,0
4403,4403,4403,4557,WP_003377470.1,hypothetical protein,PSPTO_RS23385,,5085788,5086072,+,NC_004578.1,0,0,0,0
4404,4404,4404,4559,WP_011105030.1,fatty acid desaturase,PSPTO_RS23395,,5087432,5088382,+,NC_004578.1,0,0,0,0
4405,4405,4405,4560,WP_011105031.1,non-ribosomal peptide synthetase,PSPTO_RS23400,,5088445,5093706,+,NC_004578.1,0,0,0,0
4406,4406,4406,4561,WP_226992654.1,non-ribosomal peptide synthetase,PSPTO_RS23405,,5093872,5104113,+,NC_004578.1,0,0,0,0
4407,4407,4407,4562,WP_011105033.1,methyltransferase domain-containing protein,PSPTO_RS23410,,5104150,5106501,+,NC_004578.1,0,1,1,0
4408,4408,4408,4563,WP_007243722.1,MbtH family NRPS accessory protein,PSPTO_RS23415,,5106533,5106739,+,NC_004578.1,0,0,0,0
4409,4409,4409,4564,WP_011105034.1,MFS transporter,PSPTO_RS23420,,5106886,5108169,+,NC_004578.1,0,0,0,0
4410,4410,4410,4565,WP_226992705.1,Lrp/AsnC family transcriptional regulator,PSPTO_RS23425,,5108481,5108936,+,NC_004578.1,0,0,0,0
4411,4411,4411,4566,WP_007243725.1,isocitrate lyase/phosphoenolpyruvate mutase family protein,PSPTO_RS23430,,5109010,5109819,+,NC_004578.1,0,0,0,0
4412,4412,4412,4567,WP_010208948.1,hypothetical protein,PSPTO_RS29955,,5110546,5110707,+,NC_004578.1,0,0,0,1
4413,4413,4413,4568,WP_011105036.1,amidase,PSPTO_RS23435,,5111194,5112639,-,NC_004578.1,0,0,0,0
4414,4414,4414,4569,WP_011105037.1,transporter,PSPTO_RS23440,,5112686,5113618,-,NC_004578.1,0,0,0,0
4415,4415,4415,4570,WP_046463394.1,helix-turn-helix domain-containing protein,PSPTO_RS23445,,5113687,5114679,-,NC_004578.1,0,0,0,0
4416,4416,4416,4571,WP_011105039.1,hypothetical protein,PSPTO_RS23450,,5114872,5115360,+,NC_004578.1,0,0,0,0
4417,4417,4417,4573,WP_011105040.1,catalase/peroxidase HPI,PSPTO_RS23460,katG,5115931,5118201,+,NC_004578.1,0,0,0,0
4418,4418,4418,4576,WP_011105042.1,Na+/H+ antiporter NhaA,PSPTO_RS23470,nhaA,5120036,5121214,-,NC_004578.1,0,0,0,0
4419,4419,4419,4577,WP_007243735.1,ABC transporter substrate-binding protein,PSPTO_RS23475,,5121372,5122886,-,NC_004578.1,0,0,0,0
4420,4420,4420,4578,WP_011105043.1,ABC transporter ATP-binding protein,PSPTO_RS23480,,5122936,5123916,-,NC_004578.1,0,0,0,0
4421,4421,4421,4579,WP_011105044.1,ABC transporter ATP-binding protein,PSPTO_RS23485,,5123913,5124917,-,NC_004578.1,0,0,0,0
4422,4422,4422,4580,WP_011105045.1,ABC transporter permease,PSPTO_RS23490,,5124914,5125777,-,NC_004578.1,0,0,0,0
4423,4423,4423,4581,WP_005769341.1,ABC transporter permease,PSPTO_RS23495,,5125774,5126721,-,NC_004578.1,0,0,0,0
4424,4424,4424,4582,WP_011105046.1,LuxR family transcriptional regulator,PSPTO_RS23500,,5127060,5127824,+,NC_004578.1,0,0,0,0
4425,4425,4425,4583,WP_046463396.1,proline iminopeptidase-family hydrolase,PSPTO_RS23505,,5127928,5128869,+,NC_004578.1,0,0,0,0
4426,4426,4426,4584,WP_011105048.1,methyl-accepting chemotaxis protein,PSPTO_RS23510,,5129126,5130751,+,NC_004578.1,0,0,0,0
4427,4427,4427,4585,WP_003379656.1,GAF domain-containing protein,PSPTO_RS23515,,5130995,5131495,+,NC_004578.1,0,0,0,0
4428,4428,4428,4586,WP_011105049.1,EAL domain-containing protein,PSPTO_RS23520,,5131860,5133683,+,NC_004578.1,0,0,0,0
4429,4429,4429,4587,WP_046463393.1,sulfite exporter TauE/SafE family protein,PSPTO_RS23525,,5133775,5134560,+,NC_004578.1,0,0,0,0
4430,4430,4430,4588,WP_007243742.1,hypothetical protein,PSPTO_RS30335,,5134785,5134985,+,NC_004578.1,0,1,0,1
4431,4431,4431,4589,WP_046463392.1,hypothetical protein,PSPTO_RS23530,,5135231,5135425,-,NC_004578.1,0,0,0,0
4432,4432,4432,4590,WP_011105051.1,PLD nuclease N-terminal domain-containing protein,PSPTO_RS23535,,5135614,5135853,-,NC_004578.1,0,0,0,0
4433,4433,4433,4591,WP_011105052.1,galactarate dehydratase,PSPTO_RS23540,garD,5136020,5137573,-,NC_004578.1,0,0,0,0
4434,4434,4434,4592,WP_005769363.1,MFS transporter,PSPTO_RS23545,,5137584,5138969,-,NC_004578.1,0,0,0,0
4435,4435,4435,4593,WP_005620479.1,5-dehydro-4-deoxyglucarate dehydratase,PSPTO_RS23550,kdgD,5139135,5140046,-,NC_004578.1,0,0,0,0
4436,4436,4436,4594,WP_007243745.1,FadR family transcriptional regulator,PSPTO_RS23560,,5140337,5141086,-,NC_004578.1,0,0,0,0
4437,4437,4437,4595,WP_011105053.1,ABC transporter ATP-binding protein/permease,PSPTO_RS23565,,5141184,5142917,-,NC_004578.1,0,0,0,0
4438,4438,4438,4596,WP_003395104.1,response regulator transcription factor,PSPTO_RS23570,,5143007,5143570,-,NC_004578.1,0,0,0,0
4439,4439,4439,4597,WP_011105055.1,ATP-binding protein,PSPTO_RS23575,,5143567,5144826,-,NC_004578.1,0,0,0,0
4440,4440,4440,4598,WP_005769371.1,SIMPL domain-containing protein,PSPTO_RS23580,,5145020,5145733,+,NC_004578.1,0,0,0,0
4441,4441,4441,4599,WP_044393109.1,heterokaryon incompatibility induction protein PhcA,PSPTO_RS23585,,5145941,5147497,+,NC_004578.1,0,0,0,0
4442,4442,4442,4600,WP_011105057.1,ABC transporter substrate-binding protein,PSPTO_RS23590,,5147594,5149201,+,NC_004578.1,0,0,0,0
4443,4443,4443,4601,WP_011105058.1,ABC transporter substrate-binding protein,PSPTO_RS23595,,5149459,5151081,+,NC_004578.1,0,0,0,0
4444,4444,4444,4602,WP_011105059.1,ABC transporter substrate-binding protein,PSPTO_RS23600,,5151411,5153003,+,NC_004578.1,0,0,0,0
4445,4445,4445,4603,WP_005769381.1,OprD family porin,PSPTO_RS23605,,5153159,5154538,+,NC_004578.1,0,0,0,0
4446,4446,4446,4604,WP_005769383.1,ABC transporter substrate-binding protein,PSPTO_RS23610,,5154604,5156199,+,NC_004578.1,0,0,0,0
4447,4447,4447,4605,WP_005769384.1,ABC transporter permease subunit,PSPTO_RS23615,,5156274,5157284,+,NC_004578.1,0,0,0,0
4448,4448,4448,4606,WP_007243753.1,ABC transporter permease subunit,PSPTO_RS23620,,5157295,5158206,+,NC_004578.1,0,0,0,0
4449,4449,4449,4607,WP_011105060.1,ABC transporter ATP-binding protein,PSPTO_RS23625,,5158217,5159185,+,NC_004578.1,0,0,0,0
4450,4450,4450,4609,WP_003409203.1,IS66 family insertion sequence element accessory protein TnpB,PSPTO_RS23635,tnpB,5159584,5159943,+,NC_004578.1,0,0,0,0
4451,4451,4451,4610,WP_003409202.1,IS66-like element ISPsy5 family transposase,PSPTO_RS23640,,5159961,5161514,+,NC_004578.1,0,0,0,0
4452,4452,4452,4612,WP_046463395.1,sulfite reductase flavoprotein subunit alpha,PSPTO_RS23650,,5162342,5164864,-,NC_004578.1,0,0,0,0
4453,4453,4453,4613,WP_011105062.1,alpha-xenorhabdolysin family binary toxin subunit B,PSPTO_RS23655,,5165012,5166025,-,NC_004578.1,0,1,1,0
4454,4454,4454,4614,WP_011105063.1,alpha-xenorhabdolysin family binary toxin subunit A,PSPTO_RS23660,,5166061,5167260,-,NC_004578.1,0,1,1,1
4455,4455,4455,4615,WP_005769400.1,type III PLP-dependent enzyme,PSPTO_RS23665,,5167536,5168699,-,NC_004578.1,0,0,0,0
4456,4456,4456,4616,WP_011105066.1,M60 family metallopeptidase,PSPTO_RS23670,,5169133,5171616,+,NC_004578.1,0,1,0,0
4457,4457,4457,4617,WP_003368676.1,ABC transporter ATP-binding protein,PSPTO_RS23675,,5171664,5172821,-,NC_004578.1,0,0,0,0
4458,4458,4458,4618,WP_003400010.1,ABC transporter permease,PSPTO_RS23680,,5172818,5173471,-,NC_004578.1,0,0,0,0
4459,4459,4459,4619,WP_005771655.1,glycine betaine ABC transporter substrate-binding protein,PSPTO_RS23685,,5173485,5174378,-,NC_004578.1,0,0,0,0
