assembly,TXSS/T1SS,TXSS/T2SS,TXSS/T3SS,TXSS/T4SS,TXSS/T6SS,Genome Name,Phylum,Class,Order,Family,Genus,Species,Assembly Accession,CDS
GCA_000190595,1,0,0,0,0,Cellulophaga lytica DSM 7489,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,GCA_000190595.1,3297
GCA_000191045,1,0,0,0,0,Desulfurobacterium thermolithotrophum DSM 11699,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,GCA_000191045.1,1592
GCA_000191145,1,1,0,0,1,Acinetobacter calcoaceticus PHEA-2,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,GCA_000191145.1,3592
GCA_000191925,0,0,1,0,0,Chlamydophila psittaci 6BC,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,GCA_000191925.1,1035
GCA_000192635,5,0,0,1,1,Agrobacterium sp. H13-3,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp. H13-3,GCA_000192635.1,3377
GCA_000192745,1,0,0,2,0,Polymorphum gilvum SL003B-26A1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Polymorphum,Polymorphum gilvum,GCA_000192745.1,4530
GCA_000192845,2,0,0,0,1,Sphingobacterium sp. 21,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. 21,GCA_000192845.1,5588
GCA_000192865,1,1,1,0,2,Marinomonas mediterranea MMB-1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas mediterranea,GCA_000192865.1,4378
GCA_000194605,1,0,0,0,0,Fluviicola taffensis DSM 16823,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola taffensis,GCA_000194605.1,4136
GCA_000194745,1,1,1,1,3,Burkholderia gladioli BSR3,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,GCA_000194745.1,8032
GCA_000194805,4,1,1,0,1,Pseudomonas brassicacearum subsp. brassicacearum NFM421,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,GCA_000194805.1,6044
GCA_000195275,0,0,0,2,0,Treponema succinifaciens DSM 2489,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema succinifaciens,GCA_000195275.1,2851
GCA_000195715,1,0,1,1,0,Bordetella pertussis Tohama I,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,GCA_000195715.1,4170
GCA_000195735,1,0,0,0,0,Rickettsia prowazekii str. Madrid E,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,GCA_000195735.1,924
GCA_000195755,1,0,1,0,0,Desulfovibrio vulgaris str. Hildenborough,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,GCA_000195755.1,3238
GCA_000195775,0,0,0,2,0,Rhodopseudomonas palustris CGA009,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris,GCA_000195775.1,5089
GCA_000195975,3,0,0,0,0,Synechococcus sp. WH 8102,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Parasynechococcus,Parasynechococcus marenigrum,GCA_000195975.1,2690
GCA_000195995,2,0,2,0,1,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCA_000195995.1,5297
GCA_000196015,0,1,0,3,1,Cupriavidus metallidurans CH34,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,GCA_000196015.1,6350
GCA_000196095,2,1,1,0,2,Vibrio parahaemolyticus RIMD 2210633,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,GCA_000196095.1,4664
GCA_000196135,0,0,0,1,0,Wolinella succinogenes DSM 1740,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,GCA_000196135.1,2098
GCA_000196155,4,0,1,0,3,Photorhabdus luminescens subsp. laumondii TTO1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus laumondii,GCA_000196155.1,5519
GCA_000196255,2,1,0,1,1,Photobacterium profundum SS9,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,GCA_000196255.1,5962
GCA_000196315,1,0,0,0,0,Croceibacter atlanticus HTCC2559,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,GCA_000196315.1,2698
GCA_000196355,1,1,0,0,0,Nitrosospira multiformis ATCC 25196,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,GCA_000196355.1,3266
GCA_000196395,1,1,1,0,0,Aeromonas salmonicida subsp. salmonicida A449,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,GCA_000196395.1,4598
GCA_000196435,1,0,0,3,0,Bartonella tribocorum CIP 105476,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella tribocorum,GCA_000196435.1,2741
GCA_000196475,3,0,1,0,3,Photorhabdus asymbiotica strain ATCC 43949,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus asymbiotica,GCA_000196475.1,4890
GCA_000196495,2,1,0,0,2,Aliivibrio salmonicida LFI1238,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio salmonicida,GCA_000196495.1,4532
GCA_000196515,1,0,0,0,0,''Nostoc azollae' 0708',Cyanobacteria,,Nostocales,Nostocaceae,Trichormus,Trichormus azollae,GCA_000196515.1,7014
GCA_000196615,3,0,0,0,2,Erwinia billingiae Eb661,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae,GCA_000196615.1,4929
GCA_000196795,1,1,0,0,1,Acinetobacter oleivorans DR1,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter oleivorans,GCA_000196795.1,3851
GCA_000196815,1,0,0,0,1,Candidatus Nitrospira defluvii,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira defluvii,GCA_000196815.1,4177
GCA_000196875,2,0,0,0,1,Halomonas elongata DSM 2581,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas elongata,GCA_000196875.1,3715
GCA_000198515,1,1,1,0,0,gamma proteobacterium HdN1,Proteobacteria,Gammaproteobacteria,,,,gamma proteobacterium HdN1,GCA_000198515.1,4156
GCA_000198775,0,1,1,0,0,Burkholderia rhizoxinica HKI 454,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans,Mycetohabitans rhizoxinica,GCA_000198775.1,3524
GCA_000202835,1,0,0,4,1,Acidiphilium multivorum AIU301,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,GCA_000202835.1,3987
GCA_000203875,2,1,0,1,2,Ralstonia eutropha JMP134,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pinatubonensis,GCA_000203875.1,6666
GCA_000203895,4,0,0,3,1,Paracoccus denitrificans PD1222,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans,GCA_000203895.1,5096
GCA_000203915,3,1,2,2,2,Burkholderia ambifaria AMMD,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ambifaria,GCA_000203915.1,6871
GCA_000203935,1,1,0,1,0,Shewanella sp. ANA-3,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3,GCA_000203935.1,4524
GCA_000203955,1,1,1,1,1,Burkholderia cenocepacia HI2424,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia,GCA_000203955.1,6971
GCA_000204075,3,0,0,0,0,Anabaena variabilis ATCC 29413,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis,GCA_000204075.1,6436
GCA_000204115,1,1,0,0,0,Aeromonas veronii B565,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,GCA_000204115.1,4073
GCA_000204135,0,0,1,0,0,Chlamydophila pecorum E58,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum,GCA_000204135.1,996
GCA_000204255,0,0,1,0,0,Chlamydophila psittaci 6BC (Prj:62889),Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,GCA_000204255.1,1042
GCA_000204645,0,1,0,1,0,Alicycliphilus denitrificans K601,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,GCA_000204645.1,4874
GCA_000208405,0,0,0,1,0,Selenomonas sputigena ATCC 35185,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena,GCA_000208405.1,2380
GCA_000209655,0,1,0,2,2,Pusillimonas sp. T7-7,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas (ex Stolz et al. 2005),Pusillimonas sp. T7-7,GCA_000209655.1,3706
GCA_000209675,2,0,0,0,0,Gallibacterium anatis UMN179,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,GCA_000209675.1,2506
GCA_000210375,1,0,0,0,0,Arthrospira platensis NIES-39,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Arthrospira,Arthrospira platensis,GCA_000210375.1,7329
GCA_000211855,1,0,0,0,1,Lacinutrix sp. 5H-3-7-4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. 5H-3-7-4,GCA_000211855.3,2985
GCA_000212335,1,1,0,0,0,Glaciecola sp. 4H-3-7+YE-5,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola sp. 4H-3-7+YE-5,GCA_000212335.1,4842
GCA_000212355,1,0,0,0,0,Krokinobacter sp. 4H-3-7-5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. 4H-3-7-5,GCA_000212355.1,3086
GCA_000212395,1,0,0,0,0,Thermodesulfobium narugense DSM 14796,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,Thermodesulfobium narugense,GCA_000212395.1,1905
GCA_000212735,2,0,0,0,0,Haliscomenobacter hydrossis DSM 1100,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis,GCA_000212735.1,7221
GCA_000213655,2,1,0,0,0,Alteromonas sp. SN2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans,GCA_000213655.1,4476
GCA_000213805,3,0,0,1,1,Pseudomonas fulva 12-X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,GCA_000213805.1,4476
GCA_000214195,4,0,0,0,0,Serratia sp. AS12,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. AS12,GCA_000214195.1,5014
GCA_000214215,1,0,0,0,2,Marinomonas posidonica IVIA-Po-181,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas posidonica,GCA_000214215.1,3612
GCA_000214235,4,0,0,0,0,Serratia plymuthica AS9,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica,GCA_000214235.1,5009
GCA_000214395,1,1,0,0,1,Delftia sp. Cs1-4,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia sp. Cs1-4,GCA_000214395.1,6016
GCA_000214665,1,1,0,0,1,Methylomonas methanica MC09,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,GCA_000214665.1,4698
GCA_000214825,0,1,0,0,0,Thioalkalimicrobium cyclicum ALM1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira cyclica,GCA_000214825.1,1699
GCA_000215705,1,1,1,0,0,Ramlibacter tataouinensis TTB310,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,GCA_000215705.1,3921
GCA_000215745,2,0,0,0,2,Enterobacter aerogenes KCTC 2190,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,GCA_000215745.1,4907
GCA_000217675,2,1,0,0,2,Vibrio anguillarum 775,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,GCA_000217675.1,3775
GCA_000218565,1,0,0,5,0,Oligotropha carboxidovorans OM5 (Prj:41025),Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia,Afipia carboxidovorans,GCA_000218565.1,3870
GCA_000218875,1,0,0,0,0,Zymomonas mobilis subsp. pomaceae ATCC 29192,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis,GCA_000218875.1,1894
GCA_000218895,4,0,0,0,1,Runella slithyformis DSM 19594,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Runella,Runella slithyformis,GCA_000218895.1,6268
GCA_000219045,0,0,0,0,1,Francisella sp. TX077308,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella salina,GCA_000219045.1,1980
GCA_000219105,0,0,2,0,1,Myxococcus fulvus HW-1,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus fulvus,GCA_000219105.1,7377
GCA_000219215,2,1,0,2,0,Cupriavidus necator N-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,GCA_000219215.1,7932
GCA_000219355,1,0,0,0,0,Candidatus Midichloria mitochondrii IricVA,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,Candidatus Midichloria mitochondrii,GCA_000219355.1,1508
GCA_000219585,1,0,0,0,0,Nitrosomonas sp. Is79A3,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Is79A3,GCA_000219585.1,3805
GCA_000219605,0,1,0,0,1,Pseudomonas stutzeri ATCC 17588 = LMG 11199,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCA_000219605.1,4218
GCA_000221005,0,0,0,1,0,Brucella pinnipedialis B2/94,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella pinnipedialis,GCA_000221005.1,3416
GCA_000221025,0,0,0,1,0,Acidithiobacillus caldus SM-1,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus caldus,GCA_000221025.1,3150
GCA_000221045,4,1,1,0,1,Collimonas fungivorans Ter331,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans,GCA_000221045.1,4638
GCA_000221205,1,0,0,0,0,Rickettsia heilongjiangensis 054,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii,GCA_000221205.1,1562
GCA_000223375,0,0,0,1,0,Ketogulonicigenium vulgare WSH-001,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare,GCA_000223375.1,3166
GCA_000224085,1,0,0,0,0,Muricauda ruestringensis DSM 13258,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,GCA_000224085.1,3611
GCA_000224675,3,1,0,0,2,Enterobacter asburiae LF7a,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,GCA_000224675.1,4637
GCA_000225915,2,1,1,1,2,Xanthomonas axonopodis pv. citrumelo F1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euvesicatoria,GCA_000225915.1,4314
GCA_000226295,1,0,0,0,0,Candidatus Chloracidobacterium thermophilum B,Acidobacteria,Blastocatellia,,,Chloracidobacterium,Chloracidobacterium thermophilum,GCA_000226295.1,3136
GCA_000226315,3,0,0,0,0,Micavibrio aeruginosavorus ARL-13,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,GCA_000226315.1,2349
GCA_000226565,1,1,0,0,0,Glaciecola nitratireducens FR1064,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola nitratireducens,GCA_000226565.1,3637
GCA_000226625,0,0,0,0,1,Taylorella asinigenitalis MCE3,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis,GCA_000226625.1,1531
GCA_000230555,2,0,0,2,0,Pelagibacterium halotolerans B2,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,Pelagibacterium halotolerans,GCA_000230555.1,3898
GCA_000233915,1,1,0,1,0,Pseudoxanthomonas spadix BD-a59,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,GCA_000233915.4,3153
GCA_000236065,2,1,0,2,4,Burkholderia sp. YI23,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. YI23,GCA_000236065.1,8366
GCA_000236645,6,0,1,0,2,Pseudovibrio sp. FO-BEG1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio,Pseudovibrio sp. FO-BEG1,GCA_000236645.1,5381
GCA_000236665,1,0,0,1,0,Dechlorosoma suillum PS,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,GCA_000236665.1,3404
GCA_000236705,1,0,0,0,0,Owenweeksia hongkongensis DSM 17368,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Owenweeksia,Owenweeksia hongkongensis,GCA_000236705.1,3584
GCA_000237065,5,2,2,0,1,Pseudomonas fluorescens F113,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas ogarae,GCA_000237065.1,6047
GCA_000237205,0,0,1,0,0,Simkania negevensis Z,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis,GCA_000237205.1,2399
GCA_000237365,2,0,0,0,0,Azospirillum brasilense Sp245,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum baldaniorum,GCA_000237365.1,6970
GCA_000237845,1,0,0,0,0,Rickettsia slovaca 13-B,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca,GCA_000237845.1,1611
GCA_000238215,4,0,0,0,0,Tannerella forsythia ATCC 43037,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,GCA_000238215.1,2908
GCA_000240075,1,0,0,0,1,Flavobacterium columnare ATCC 49512,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare,GCA_000240075.2,2812
GCA_000240185,1,1,0,1,1,Klebsiella pneumoniae subsp. pneumoniae HS11286,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCA_000240185.2,5523
GCA_000240325,2,2,0,1,2,Klebsiella oxytoca KCTC 1686,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis,GCA_000240325.1,5553
GCA_000241385,3,1,0,0,0,Vibrio sp. EJY3,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. EJY3,GCA_000241385.1,4846
GCA_000241955,2,1,0,1,2,Rahnella aquatilis CIP 78.65 = ATCC 33071,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella aquatilis,GCA_000241955.1,4885
GCA_000242255,1,0,0,0,1,Frateuria aurantia DSM 6220,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria aurantia,GCA_000242255.3,3264
GCA_000243075,1,0,0,0,0,Oceanimonas sp. GK1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas sp. GK1,GCA_000243075.1,3230
GCA_000246855,0,0,0,0,1,Niastella koreensis GR20-10,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis,GCA_000246855.1,7540
GCA_000252995,2,0,1,0,0,Salmonella bongori NCTC 12419,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,GCA_000252995.1,4276
GCA_000253015,0,0,0,2,0,Bartonella clarridgeiae 73,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella clarridgeiae,GCA_000253015.1,1330
GCA_000253035,0,0,1,0,0,Parachlamydia acanthamoebae UV-7,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,GCA_000253035.1,2776
GCA_000253255,2,0,0,4,0,Novosphingobium sp. PP1Y,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. PP1Y,GCA_000253255.1,4998
GCA_000253275,1,0,0,0,1,Flavobacterium branchiophilum strain FL-15,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum,GCA_000253275.1,3311
GCA_000253295,0,0,1,0,0,Hyphomicrobium sp. MC1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. MC1,GCA_000253295.1,4871
GCA_000255295,0,0,1,0,0,Corallococcus coralloides DSM 2259,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,GCA_000255295.1,8197
GCA_000259175,2,0,1,0,1,Providencia stuartii MRSN 2154,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia stuartii,GCA_000259175.1,4243
GCA_000259255,0,0,0,1,0,Helicobacter cetorum MIT 00-7128,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter cetorum,GCA_000259255.1,1889
GCA_000260925,3,1,0,1,2,Pectobacterium sp. SCC3193,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium sp. SCC3193,GCA_000260925.1,4855
GCA_000260965,3,0,0,2,0,Methylophaga sp. JAM7,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga frappieri,GCA_000260965.1,2709
GCA_000260985,3,0,0,0,0,Methylophaga sp. JAM1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,GCA_000260985.2,3060
GCA_000261025,0,0,0,0,1,Prevotella intermedia 17,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,GCA_000261025.1,2455
GCA_000262205,0,0,0,0,1,Francisella noatunensis subsp. orientalis str. Toba 04,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella orientalis,GCA_000262205.1,2277
GCA_000262305,2,0,0,0,1,Shimwellia blattae DSM 4481 = NBRC 105725,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,Shimwellia blattae,GCA_000262305.1,3910
GCA_000263195,3,0,0,0,0,Emticicia oligotrophica DSM 17448,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia oligotrophica,GCA_000263195.1,4414
GCA_000264455,4,0,0,1,1,Tistrella mobilis KA081020-065,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Tistrella mobilis,GCA_000264455.2,5899
GCA_000264555,9,2,0,0,3,Pseudomonas chlororaphis O6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,GCA_000264555.1,6251
GCA_000265405,1,0,0,0,0,Belliella baltica DSM 15883,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica,GCA_000265405.1,4009
GCA_000266945,1,0,0,0,0,Desulfomonile tiedjei DSM 6799,Proteobacteria,Deltaproteobacteria,Syntrophales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,GCA_000266945.1,6385
GCA_000267545,1,1,0,0,1,Pseudomonas stutzeri CCUG 29243,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCA_000267545.1,4379
GCA_000276685,0,0,0,1,1,Taylorella equigenitalis ATCC 35865,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,GCA_000276685.1,1603
GCA_000279165,0,1,0,1,1,Pseudomonas stutzeri DSM 10701,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,GCA_000279165.1,3886
GCA_000283275,1,1,0,0,0,Marinobacter sp. BSs20148,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. BSs20148,GCA_000283275.1,3855
GCA_000283515,1,1,0,3,0,Sphingobium sp. SYK-6,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. SYK-6,GCA_000283515.1,4091
