Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"720555.4","Bacillus atrophaeus 1942",,720555,"131567;2;1783272;1239;91061;1385;186817;1386;653685;1452;720555","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus atrophaeus;Bacillus atrophaeus 1942","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus atrophaeus","Complete","1942",,,,,,,,,,,,,,,,,"ATCC 9372","Yes",,"Good","2010-11-02T00:00:00Z",,,"PRJNA46075","SAMN01816415","GCA_000165925.1","SRR618476","CP002207",,"complete",,,,,,1,,43.22,1,4168266,75,15,,4323,99.8,98.2,,100,,,,,,,,,,,,,,,,,,,,,"Bacillus atrophaeus 1942.This project will compare modern type strains (e.g. ATCC 9372), strains currently in use within the biodefense community to archival strains of B. atrophaeus to trace the microevolution of B. atrophaeus during more than 70 years of development and use. In addition, this project compares B. atrophaeus subsp. globigii strains to the more distantly related B. atrophaeus subsp. atrophaeus strains. ","2014-12-08T22:10:12.600Z","2015-03-16T03:17:09.594Z"
"72758.6","Staphylococcus capitis subsp. capitis strain AYP1020",,72758,"131567;2;1783272;1239;91061;1385;90964;1279;29388;72758","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus capitis;Staphylococcus capitis subsp. capitis","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis","Complete","AYP1020",,,,,,,,,,,,,,,,,,,,"Good","2015-10-08T00:00:00Z","26441910",,"PRJNA232502","SAMN02739579","GCF_001028645.1",,"CP007601,CP007602",,,"Pacific Biosciences","164","HGAP v. 1.1",,1,2,,32.93,1,2443604,63,19,,2392,99.9,99.6,1.4,98.6,,"Blood",,"May-2011",2011,,"Australia","Oceania","Australia",,"Human, Homo sapiens","Human",,,"Bacteremia","Human",,,,"collected_by:Anton Y Peleg","Staphylococcus capitis Genome sequencing","2016-01-17T16:07:25.519Z","2016-01-17T16:07:25.519Z"
"732.8","Aggregatibacter aphrophilus strain W10433",,732,"131567;2;1224;1236;135625;712;416916;732","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter aphrophilus","Complete","W10433",,,,,,,,,,,,,,,,,,,,"Good","2015-08-06T00:00:00Z",,,"PRJNA282954","SAMN03704034","GCF_001262035.1",,"CP012067",,,"PacBio","65x","SMRT Analysis RS_HGAP_Assembly.2 v.",,,1,,42.34,1,2414427,58,12,,2264,99.6,99,,100,,,,"21-Sep-2011",2011,,"United Kingdom","Europe","United Kingdom: London","env_biome:Human oral cavity","Human, Homo sapiens","Human",,,,"Human",,,,,"Forsyth oral bacterial genomes","2016-01-17T17:01:19.108Z","2016-01-17T17:01:19.108Z"
"742013.3","Delftia sp. Cs1-4",,742013,"131567;2;1224;28216;80840;80864;80865;2613839;742013","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;unclassified Delftia;Delftia sp. Cs1-4","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","Delftia sp. Cs1-4","Complete","Cs1-4",,,,,,,,,,,,,,,,,,,,"Good","2011-05-23T00:00:00Z",,,"PRJNA46303","SAMN00713625","GCA_000214395.1","SRR3926185,SRR3926186","CP002735",,"complete",,,,,,1,,66.72,1,6685842,80,15,,6016,99.4,98.2,,100,,,,,,,,,,,,,,,,,,,,,"Delftia sp. Cs1-4.This strain will be used for comparative genome analysis.","2014-12-08T22:11:06.762Z","2015-03-16T03:17:09.594Z"
"743525.8","Thermus scotoductus SA-01",,743525,"131567;2;1783272;1297;188787;68933;188786;270;37636;743525","cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus scotoductus;Thermus scotoductus SA-01","Bacteria","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","Thermus scotoductus","Complete","SA-01",,,,,,,,,,,,,,,,,,,,"Good","2011-01-27T00:00:00Z",,,"PRJNA46293","SAMN02603261","GCA_000187005.1",,"CP001962,CP001963",,"complete",,,,,1,2,,64.89,1,2346803,47,7,,2433,98.2,97.8,1.1,92.9,,"fissure water","isolated from fissure water in a South African gold mine",,,,,,,,,,,,,,,,,,"Thermus scotoductus SA-01. Thermus scotoductus SA-01 was isolated from fissure water in a South African gold mine. This organism is a thermophilic bacterium which was isolated from fissure water in the Witwatersrand Supergroup at a depth of 3.2 km below surface in a South African gold mine. It is a 2.9-billion-year-old formation of low permeability sandstone and shale with minor volcanic units and conglomerates. The ambient temperature of the rock is approximately 60C. Samples were collected from a freshly mined rock surface and from a water-producing borehole that penetrated 121 m horizontally into the formation at a depth of 3,198 m. T. scotoductus SA-01 is a facultative anaerobe capable of coupling the oxidation of organic substrates to reduction of a wide range of electron acceptors, including nitrate, Fe(III), Mn(IV) or S(0) as terminal electron acceptors. Cell suspensions are capable of reducing Co(III)- EDTA, Cr(VI), U(VI), Tc(VII) and the quinone-containing compound anthraquinone-2,6-isulfonate has been demonstrated. The optimum temperature for growth and Fe(III) reduction by Thermus scotoductus SA-01 is approximately 65C and the optimum pH is 6.5 to 7.0.","2014-12-08T22:13:41.667Z","2015-03-16T03:17:09.594Z"
"743698.3","Spiroplasma eriocheiris CCTCC M 207170 strain DSM 21848",,743698,"131567;2;1783272;544448;31969;186328;2131;2132;315358;743698","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma eriocheiris;Spiroplasma eriocheiris CCTCC M 207170","Bacteria","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma eriocheiris","Complete","DSM 21848",,,,,,,,,,,,,,,,,"DSM:21848",,,"Good","2015-06-17T00:00:00Z",,,"PRJNA253647","SAMN03488050","GCF_001029265.1",,"CP011856",,,"Illumina MiSeq","354x","Velvet v. 1.2.07",,,1,,29.79,1,1365714,32,3,,1251,98.4,97.9,,100,,,,,,,"China","Asia","China",,"Eriocheir sinensis",,,,,,,,,,"Spiroplasma eriocheiris DSM 21848 genome sequencing","2016-01-17T16:07:30.670Z","2016-01-17T16:07:30.670Z"
"743718.4","Isoptericola variabilis 225",,743718,"131567;2;1783272;201174;1760;85006;85017;254250;139208;743718","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Micrococcales;Promicromonosporaceae;Isoptericola;Isoptericola variabilis;Isoptericola variabilis 225","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Isoptericola","Isoptericola variabilis","Complete","225",,,,,,,,,,,,,,,,,,,,"Good","2011-05-26T00:00:00Z",,,"PRJNA49657","SAMN00713634","GCA_000215105.1","SRR3925712,SRR3925713,SRR3925714","CP002810",,"complete",,,,,,1,,73.89,1,3307740,49,9,,2993,99.1,98.7,,98.2,,,,,,,,,,,,,,,,,,,,,"Isoptericola variabilis 225.Project description not provided","2014-12-08T22:11:47.775Z","2015-03-16T03:17:09.594Z"
"743720.3","Pseudomonas fulva 12-X",,743720,"131567;2;1224;1236;72274;135621;286;136845;47880;743720","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas fulva;Pseudomonas fulva 12-X","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fulva","Complete","12-X",,,,,,,,,,,,,,,,,,,,"Good","2011-05-17T00:00:00Z",,,"PRJNA49675","SAMN00713619","GCA_000213805.1","SRR3925695","CP002727",,"complete",,,,,,1,,63.51,1,4920769,63,12,,4476,99.3,99.3,0.4,97.3,,,,,,,,,,,,,,,,,,,,,"Pseudomonas fulva 12-X.Project description not provided.","2014-12-08T22:12:38.634Z","2015-03-16T03:17:09.594Z"
"743721.3","Pseudoxanthomonas suwonensis 11-1",,743721,"131567;2;1224;1236;135614;32033;83618;314722;743721","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas suwonensis;Pseudoxanthomonas suwonensis 11-1","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas suwonensis","Complete","1-Nov",,,,,,,,,,,,,,,,,,,,"Good","2011-01-12T00:00:00Z",,,"PRJNA48619","SAMN00713577","GCA_000185965.1","SRR3925625,SRR3925626","CP002446",,"complete",,,,,,1,,70.21,1,3419049,52,6,,3132,99.9,99.9,1.6,99.7,,,,,,,,,,,,,,,,,,,,,"Pseudoxanthomonas suwonensis 11-1.This strain will be used for comparative genome analysis.","2014-12-08T22:12:41.451Z","2015-03-16T03:17:09.594Z"
"743722.3","Sphingobacterium sp. 21",,743722,"131567;2;1783270;68336;976;117747;200666;84566;28453;2609468;743722","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;unclassified Sphingobacterium;Sphingobacterium sp. 21","Bacteria","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium sp. 21","Complete","21",,,,,,,,,,,,,,,,,,,,"Good","2011-03-22T00:00:00Z",,,"PRJNA51631","SAMN00713594","GCA_000192845.1","SRR3925715","CP002584",,"complete",,,,,,1,,41.1,1,6226409,54,12,,5588,99.6,99.6,1.1,98.3,,,,,,,,,,,,,,,,,,,,,"Sphingobacterium sp. 21.This strain will be used for comparative analysis.","2014-12-08T22:12:56.205Z","2015-03-16T03:17:09.594Z"
"743965.3","Mycoplasma putrefaciens KS1",,743965,"131567;2;1783272;544448;31969;2085;2092;2093;2123;743965","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma putrefaciens;Mycoplasma putrefaciens KS1","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma putrefaciens","Complete","KS1",,,,,,,,,,,,,,,,,"ATCC 15718","Yes",,"Good","2011-08-19T00:00:00Z","21994925",,"PRJNA46453","SAMN02604224","GCA_000224105.1",,"CP003021",,"complete",,,,,,1,,26.94,1,832603,30,6,,710,97,96.6,,97.9,,"goat with arthritis","isolated from a goat with arthritis",,,,,,,,"Goat, Capra hircus","Goat",,,"arthritis","Nonhuman Mammal",,,,,"Mycoplasma putrefaciens KS1. Mycoplasma putrefaciens KS1 (ATCC 15718) was isolated from a goat with arthritis. This is the type strain and will be used for comparative analysis.","2014-12-08T22:12:24.478Z","2015-03-16T03:17:09.594Z"
"743966.3","Mycoplasma bovoculi M165/69",,743966,"131567;2;1783272;544448;31969;2085;2092;2923352;45362;743966","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mesomycoplasma;Mesomycoplasma bovoculi;Mesomycoplasma bovoculi M165/69","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mesomycoplasma","Mesomycoplasma bovoculi","Complete","M165/69",,,,,,,,,,,,,,,,,"ATCC 29104","Yes",,"Good","2014-01-30T00:00:00Z","24558249",,"PRJNA46455","SAMN02641634","GCA_000524555.1",,"CP007154.1",,"complete","454","156x","Newbler v. 2.3",,,1,,28.2,1,760240,30,3,,601,98.1,97.9,,97.9,,,,,,,,,,,,,,,,,,,,,"Mycoplasma bovoculi M165/69. Mycoplasma bovoculi M165/69 (ATCC 29104) is the type strain and will be used for comparative analysis with other Mycoplasma species.","2014-12-08T22:12:23.723Z","2015-03-16T03:17:09.594Z"
"743967.3","Mycoplasma yeatsii GM274B",,743967,"131567;2;1783272;544448;31969;2085;2092;2093;51365;743967","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma yeatsii;Mycoplasma yeatsii GM274B","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma yeatsii","Complete","GM274B",,,,,,,,,,,,,,,,,"ATCC:43094",,,"Good","2015-06-02T00:00:00Z","25908137",,"PRJNA46457","SAMN02700145","GCF_000875755.1",,"CP007520",,,"PacBio",,"HGAP v. 2",,,1,,25.74,1,895051,30,2,,758,97.3,97,,100,,"ear canal","isolated from the external ear canal of a goat in California and will be used for comparative analysis","1983",1983,,"USA",,"California, USA",,"Goat, Capra hircus","Goat",,,,"Nonhuman Mammal",,,,"biomaterial_provider:ATCC 43094;collected_by:Aj DaMassa","Mycoplasma yeatsii GM274B. Mycoplasma yeatsii GM274B was isolated from the external ear canal of a goat in California and will be used for comparative analysis.","2016-01-17T15:43:38.320Z","2016-01-17T15:43:38.320Z"
"743971.3","Mycoplasma flocculare ATCC 27399 Ms42",,743971,"131567;2;1783272;544448;31969;2085;2092;2923352;2128;743971","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mesomycoplasma;Mesomycoplasma flocculare;Mycoplasma flocculare ATCC 27399","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mesomycoplasma","Mesomycoplasma flocculare","Complete","ATCC 27399",,,,,,,,,,,,,,,,,"ATCC 27399","Yes",,"Good","2015-01-06T00:00:00Z","-",,"PRJNA46461","SAMN02730214","GCA_000815065.1",,"CP007585.1",,,"PacBio","574x","HGAP v. 2",,,1,,28.96,1,778866,30,3,,656,99.4,98.9,,97.9,,"pig with catarrhal pneumonia",,"1970",1970,,"Denmark","Europe","Denmark",,"Pig, Sus scrofa","Pig",,,,"Nonhuman Mammal",,,,,"Mycoplasma flocculare ATCC 27399. Mycoplasma flocculare ATCC 27399 is the type strain and will be used for comparative analysis.","2015-03-12T14:02:14.145Z","2015-03-16T03:17:09.594Z"
"743973.3","Taylorella equigenitalis ATCC 35865",,743973,"131567;2;1224;28216;80840;506;29574;29575;743973","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella;Taylorella equigenitalis;Taylorella equigenitalis ATCC 35865","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Taylorella","Taylorella equigenitalis","Complete","NCTC 11184",,,,"MLST.Taylorella_spp.1",,,,,,,,,,,,,,,,"Good","2012-07-09T00:00:00Z",,,"PRJNA73729",,"GCA_000276685.1",,"CP003264.1",,"complete",,,,,,1,,37.3,1,1732123,38,9,,1603,99.6,99.6,,97.5,,,,,,,,,,,,,,,,,,,,,"To elucidate the genetic bases for the infection biology of these bacteria.","2014-12-08T22:13:40.464Z","2015-03-16T03:17:09.594Z"
"744872.3","Treponema caldaria DSM 7334",,744872,"131567;2;203691;203692;136;2845253;157;215591;744872","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;Treponema caldarium;Treponema caldarium DSM 7334","Bacteria","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema caldarium","Complete","DSM 7334",,,,,,,,,,,,,,,,,"DSM 7334",,,"Poor","2011-06-30T00:00:00Z",,,"PRJNA46527",,"GCA_000219725.1",,"CP002868",,"complete",,,,,,1,,45.58,1,3239340,48,9,,2948,94.8,93.6,11.2,75.9,"High CheckM contamination score;Low CheckM completeness score",,,,,,,,,,,,,,,,,,,,"Spirochaeta caldaria DSM 7334.This organism is part of the GEBA (A Genomic Encyclopedia of Bacteria and Archaea) project.","2014-12-08T22:13:42.710Z","2015-03-16T03:17:09.594Z"
"744985.3","alpha proteobacterium HIMB59",,744985,"131567;2;1224;28211;54526;1655514;1655516;744985","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;unclassified Pelagibacteraceae;alpha proteobacterium HIMB59","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae",,"alpha proteobacterium HIMB59","Complete","HIMB59",,,,,,,,,,,,,,,,," ",,,"Good","2012-09-24T00:00:00Z",,,"PRJNA46519","SAMN00010387","GCA_000299115.1","SRR038415","CP003801.1",,"complete",,,,,,1,,32.3,1,1410127,35,3,,1502,91.3,90.6,2.4,82,,,,,,,,,,,,,,,,,,,,,"alpha proteobacterium HIMB59. Alpha proteobacterium HIMB59 was collected from Kaneohe Bay, Hawaii. This organism is related to the SAR11 bacterioplankton clade. ","2014-12-08T22:13:52.706Z","2015-03-16T03:17:09.594Z"
"745277.3","Rahnella aquatilis CIP 78.65 = ATCC 33071",,745277,"131567;2;1224;1236;91347;1903411;34037;34038;745277","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;Rahnella aquatilis;Rahnella aquatilis CIP 78.65 = ATCC 33071","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","Rahnella aquatilis","Complete","CUETM 77-115",,,,,,,,,,,,,,,,,,,,"Good","2012-01-10T00:00:00Z",,,"PRJNA60227",,"GCA_000241955.1",,"CP003244,CP003245,CP003246,CP003247",,"unfinished",,,,,3,4,,52.08,1,4861101,76,22,,4885,99.2,97.3,1,97.6,,,,,,,,,,,,,,,,,,,,,"Rahnella aquatilis CUETM 77-115.This stran will be used for comparative genome analysis.","2014-12-08T22:12:41.773Z","2015-03-16T03:17:09.594Z"
"745310.14","Sphingomonas sp. MM-1",,745310,"131567;2;1224;28211;204457;41297;13687;196159;745310","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unclassified Sphingomonas;Sphingomonas sp. MM-1","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. MM-1","Complete","MM-1",,,,,,,,,,,,,,,,,,,,"Good","2014-01-30T00:00:00Z","23682148",,"PRJNA185470","SAMN02603295","GCF_000347675.2",,"CP004036,CP004037,CP004038,CP004039,CP004040,CP004041",,,,,,,5,6,,66.66,1,4054833,51,2,,4594,97.5,95.9,,100,,,,,,,,,,,,,,,,,,,,,"Highly contaminated with HCH (a-, b-, g-hexachlorocyclohexane). Genome sequencing.","2016-01-17T15:30:22.742Z","2016-01-17T15:30:22.742Z"
"74546.5","Prochlorococcus marinus str. MIT 9312",,74546,"131567;2;1783272;1798711;1117;1890424;2881426;1218;1219;74546","cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochlorococcaceae;Prochlorococcus;Prochlorococcus marinus;Prochlorococcus marinus str. MIT 9312","Bacteria","Bacteria","Cyanobacteria",,"Synechococcales","Prochlorococcaceae","Prochlorococcus","Prochlorococcus marinus","Complete","MIT 9312",,,,,,,,,,,,,,,,,,,,"Good","2005-11-02T00:00:00Z",,,"PRJNA13910","SAMN02598321","GCA_000012645.1",,"CP000111",,"complete",,,,,,1,,31.2,1,1709204,39,2,,1985,94.2,94.2,,92.9,,"Gulf Stream in the north Atlantic Ocean","collected from the Gulf Stream in the north Atlantic Ocean.",,,,"Atlantic Ocean",,"Gulf Stream in the north Atlantic Ocean",,,,,,,,,,,,"Prochlorococcus marinus strain MIT 9312. This strain was isolated by flow cytometry from water collected from the Gulf Stream in the north Atlantic Ocean.","2014-12-08T22:12:33.923Z","2015-03-16T03:17:09.594Z"
"74547.5","Prochlorococcus marinus str. MIT 9313",,74547,"131567;2;1783272;1798711;1117;1890424;2881426;1218;1219;74547","cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochlorococcaceae;Prochlorococcus;Prochlorococcus marinus;Prochlorococcus marinus str. MIT 9313","Bacteria","Bacteria","Cyanobacteria",,"Synechococcales","Prochlorococcaceae","Prochlorococcus","Prochlorococcus marinus","Complete","MIT 9313",,,,,,,,,,,,,,,,,,,,"Good","2003-08-15T00:00:00Z","12917642",,"PRJNA220","SAMEA3138210","GCA_000011485.1",,"BX548175",,"complete",,,,,,1,,50.7,1,2410873,45,4,,2873,98.1,97.8,1,98,,,,,,,,,,,,,,,,,,,,," Prochlorococcus marinus str. MIT 9313. Low light-adapted strain.","2014-12-08T22:12:33.932Z","2015-03-16T03:17:09.594Z"
"745776.4","Deinococcus gobiensis I-0",,745776,"131567;2;1783272;1297;188787;118964;183710;1298;502394;745776","cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus gobiensis;Deinococcus gobiensis I-0","Bacteria","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus gobiensis","Complete","I-0",,,,,,,,,,,,,,,,," ","Yes",,"Good","2012-03-12T00:00:00Z",,,"PRJNA46605","SAMN02603039","GCA_000252445.1",,"CP002191.1,CP002193.1,CP002195.1,CP002197.1,CP002196.1,CP002192.1,CP002194.1",,"complete",,,,,6,7,,69.1514,1,3137147,47,15,,4122,98.2,97.4,1,96.9,,,,,,,,,,,,,,,,,,,,,"Deinococcus gobiensis I-0.This is the type strain. It is very important to the study of the mechanism of the strain's extreme radiation resistance and the evolution of the genus Deinococcus.","2014-12-08T22:11:06.481Z","2015-03-16T03:17:09.594Z"
"746697.3","Aequorivita sublithincola DSM 14238",,746697,"131567;2;1783270;68336;976;117743;200644;49546;153265;101385;746697","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita;Aequorivita sublithincola;Aequorivita sublithincola DSM 14238","Bacteria","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita sublithincola","Complete","DSM 14238",,,,,,,,,,,,,,,,,"DSM 14238","Yes",,"Good","2012-06-08T00:00:00Z",,,"PRJNA46631","SAMN02232006","GCA_000265385.1","SRR388781,SRR402805,SRR402806","CP003280.1",,"complete",,,,,,1,,36.2,1,3520671,37,6,,3297,99.7,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Aequorivita sublithincol DSM 14238.This is the type strain.This organism is part of the GEBA (A Genomic Encyclopedia of Bacteria and Archaea) project.","2014-12-08T22:09:50.987Z","2015-03-16T03:17:09.594Z"
"747365.3","Thermodesulfobium narugense DSM 14796",,747365,"131567;2;1783272;1239;186801;68295;227387;227388;184064;747365","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Thermodesulfobium;Thermodesulfobium narugense;Thermodesulfobium narugense DSM 14796","Bacteria","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Thermodesulfobium","Thermodesulfobium narugense","Complete","DSM 14796",,,,,,,,,,,,,,,,,"DSM 14796","Yes",,"Good","2011-05-05T00:00:00Z",,,"PRJNA46673","SAMN00713612","GCA_000212395.1","SRR3923942,SRR3923943","CP002690",,"complete",,,,,,1,,33.87,1,1898865,46,4,,1905,91.8,91.4,,92.5,,,,,,,,,,,,,,,,,,,,,"Thermodesulfobium narugense DSM 14796.This is the type strain.This organism is part of the GEBA (A Genomic Encyclopedia of Bacteria and Archaea) project.","2014-12-08T22:13:41.354Z","2015-03-16T03:17:09.594Z"
"748247.4","Azoarcus sp. KH32C",,748247,"131567;2;1224;28216;206389;2008794;12960;2629479;748247","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;unclassified Azoarcus;Azoarcus sp. KH32C","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus","Azoarcus sp. KH32C","Complete","KH32C",,,,,,,,,,,,,,,,," ",,,"Good","2011-12-01T00:00:00Z",,,"PRJDB22",,"GCA_000349945.1",,"AP012304.1,AP012305.1",,"complete",,,,,1,2,,65.0239,1,5081166,65,15,,5238,97.3,93.3,4.3,100,,"agricultural field soil","isolated from an agricultural field soil in Kumamoto, Japan, where paddy rice and soybean were rotationally cultivated",,,,"Japan",,"Kumamoto Japan",,,,,,,,,,,,"A denitrifying and nitrous oxide-reducing betaproteobacterium, Azoarcus sp. KH32C was originally isolated from an agricultural field soil in Kumamoto, Japan, where paddy rice and soybean were rotationally cultivated. The strain KH32C can strongly reduce exogenous nitrous oxide. We analyzed the whole genome sequence of strain KH32C to obtain denitrification functional gene information and to identify other genomic features.","2014-12-08T22:10:10.133Z","2015-03-16T03:17:09.594Z"
"748280.3","Pseudogulbenkiania sp. NH8B",,748280,"131567;2;1224;28216;206351;1499392;568394;2642558;748280","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Pseudogulbenkiania;unclassified Pseudogulbenkiania;Pseudogulbenkiania sp. NH8B","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Pseudogulbenkiania","Pseudogulbenkiania sp. NH8B","Complete","NH8B",,,,,,,,,,,,,,,,,," ",,"Good","2011-09-08T00:00:00Z","22038961",,"PRJNA68325",,"GCA_000283535.1",,"AP012224.1",,,"454","22x","phrap v. 1.080730; Newbler v. 2.3",,,1,,0.64,1,4332995,89,24,,3997,99.5,97.9,7.3,98.4,,,,,,,,,,,,,,,,,,,,,"Complete Genome Sequence of the Denitrifying and N2O-Reducing Bacterium Pseudogulbenkiania sp. Strain NH8B","2014-12-08T22:12:36.226Z","2015-03-16T03:17:09.594Z"
