id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
2189,WP_010947919.1,YARHG domain-containing protein,LPG_RS11105,,2494084,2495133,-,NC_002942.5,0,0,0,0
2190,WP_010947920.1,secondary thiamine-phosphate synthase enzyme YjbQ,LPG_RS11110,,2495267,2495671,-,NC_002942.5,0,0,0,0
2191,WP_015444178.1,acetylpolyamine amidohydrolase,LPG_RS11115,,2495871,2497145,+,NC_002942.5,0,0,0,1
2192,WP_011216117.1,DUF4949 domain-containing protein,LPG_RS11120,,2497422,2497838,+,NC_002942.5,0,0,0,0
2193,WP_010947923.1,TIGR01777 family oxidoreductase,LPG_RS11125,,2497935,2498858,-,NC_002942.5,0,0,0,0
2194,WP_010947924.1,Dot/Icm type IV secretion system effector LegA2,LPG_RS11130,legA2,2498937,2500532,-,NC_002942.5,1,1,1,1
2195,WP_010947925.1,Dot/Icm T4SS effector Lem20,LPG_RS11135,lem20,2500553,2502325,-,NC_002942.5,1,1,1,1
2196,WP_010947926.1,chitinase,LPG_RS11140,,2502575,2503549,-,NC_002942.5,0,0,0,0
2197,WP_015444177.1,Rieske 2Fe-2S domain-containing protein,LPG_RS11145,,2503757,2504842,+,NC_002942.5,0,0,0,0
2198,WP_015444176.1,hypothetical protein,LPG_RS11150,,2505003,2506124,+,NC_002942.5,0,0,0,0
2199,WP_010947929.1,hypothetical protein,LPG_RS11155,,2506190,2507689,-,NC_002942.5,0,1,0,0
2200,WP_010947930.1,hypothetical protein,LPG_RS11160,,2507832,2508551,-,NC_002942.5,0,0,0,0
2201,WP_010947931.1,Dot/Icm type IV secretion system effector LpnE,LPG_RS11165,lpnE,2508818,2509945,-,NC_002942.5,1,0,0,1
2202,WP_010947932.1,lpg2223 family Dot/Icm T4SS effector,LPG_RS11170,,2510199,2511422,-,NC_002942.5,1,1,1,1
2203,WP_010947933.1,Dot/Icm T4SS effector PpgA,LPG_RS11175,ppgA,2512062,2513843,+,NC_002942.5,1,1,1,1
2204,WP_010947934.1,GH3 auxin-responsive promoter family protein,LPG_RS11180,,2514038,2515567,-,NC_002942.5,0,0,0,0
2205,WP_010947935.1,acyl-CoA dehydrogenase,LPG_RS11185,,2515574,2517265,-,NC_002942.5,0,0,0,1
2206,WP_015444173.1,acetyl-CoA carboxyltransferase subunit alpha,LPG_RS11190,,2517274,2518695,-,NC_002942.5,0,0,0,0
2207,WP_010947937.1,3-oxoacyl-ACP synthase,LPG_RS11195,,2518922,2519983,+,NC_002942.5,0,0,0,0
2208,WP_010947938.1,fatty acyl-AMP ligase,LPG_RS11200,,2519995,2521740,+,NC_002942.5,0,0,0,0
2209,WP_015444172.1,acyl--CoA ligase,LPG_RS11205,,2521745,2523124,+,NC_002942.5,0,0,0,0
2210,WP_015444171.1,acyl carrier protein,LPG_RS11210,,2523114,2523347,+,NC_002942.5,0,0,0,0
2211,WP_010947940.1,SDR family oxidoreductase,LPG_RS11215,,2523344,2524096,+,NC_002942.5,0,0,0,0
2212,WP_010947941.1,ketoacyl-ACP synthase III,LPG_RS11220,,2524093,2525103,+,NC_002942.5,0,0,0,0
2213,WP_010947942.1,phosphopantetheine-binding protein,LPG_RS11225,,2525446,2525673,-,NC_002942.5,0,1,1,0
2214,WP_025862417.1,multidrug effflux MFS transporter,LPG_RS11230,,2525683,2526906,-,NC_002942.5,0,0,0,0
2215,WP_010947944.1,sterol desaturase family protein,LPG_RS11235,,2527060,2528262,+,NC_002942.5,0,0,0,0
2216,WP_015444167.1,cbb3-type cytochrome c oxidase subunit I,LPG_RS11240,,2528415,2530757,+,NC_002942.5,0,0,0,0
2217,WP_015444166.1,ABC transporter ATP-binding protein/permease,LPG_RS11245,,2530946,2532778,-,NC_002942.5,0,0,0,0
2218,WP_010947947.1,MAPEG family protein,LPG_RS11250,,2532943,2533329,-,NC_002942.5,0,0,0,0
2219,WP_010947948.1,lpg2239 family Dot/Icm T4SS effector,LPG_RS11255,,2533540,2537397,+,NC_002942.5,1,1,1,1
2220,WP_010947949.1,alpha/beta hydrolase,LPG_RS11260,,2537623,2538831,+,NC_002942.5,0,0,0,1
2221,WP_011216144.1,GTP cyclohydrolase II,LPG_RS11265,,2538917,2540185,+,NC_002942.5,0,0,0,0
2222,WP_015444165.1,URC4/urg3 family protein,LPG_RS11270,,2540178,2541419,+,NC_002942.5,0,1,0,0
2223,WP_010947952.1,uracil phosphoribosyltransferase,LPG_RS11275,upp,2541432,2542076,+,NC_002942.5,0,0,0,0
2224,WP_015444163.1,hypothetical protein,LPG_RS11280,,2542383,2545283,+,NC_002942.5,1,1,1,1
2225,WP_010947954.1,C4-dicarboxylate transporter DctA,LPG_RS11285,dctA,2545546,2546838,-,NC_002942.5,0,0,0,0
2226,WP_010947955.1,hypothetical protein,LPG_RS11290,,2547160,2547669,-,NC_002942.5,0,0,0,0
2227,WP_015444161.1,DedA family protein,LPG_RS11295,,2548136,2548792,+,NC_002942.5,0,0,0,0
2228,WP_010947957.1,Dot/Icm T4SS effector Lem21,LPG_RS11300,lem21,2549049,2551283,-,NC_002942.5,1,1,1,1
2229,WP_010947958.1,GMP synthase,LPG_RS11305,,2551374,2552072,-,NC_002942.5,0,0,0,0
2230,WP_010947959.1,iron-containing alcohol dehydrogenase,LPG_RS11310,,2552202,2553362,-,NC_002942.5,0,0,0,0
2231,WP_010947960.1,aldehyde dehydrogenase family protein,LPG_RS11315,,2553492,2554889,-,NC_002942.5,0,0,0,0
2232,WP_010947961.1,glutamine synthetase,LPG_RS11320,,2554927,2556300,-,NC_002942.5,0,0,0,0
2233,WP_010947962.1,DNA-binding domain-containing protein,LPG_RS11325,,2556352,2557140,-,NC_002942.5,0,0,0,0
2234,WP_015444160.1,DUF692 domain-containing protein,LPG_RS11330,,2557137,2558000,-,NC_002942.5,0,0,0,0
2235,WP_010947964.1,hypothetical protein,LPG_RS11335,,2558082,2558333,-,NC_002942.5,0,0,0,0
2236,WP_015444159.1,MBL fold metallo-hydrolase,LPG_RS11340,,2558698,2560056,-,NC_002942.5,0,0,0,0
2237,WP_010947966.1,hypothetical protein,LPG_RS11345,,2560179,2560829,-,NC_002942.5,0,0,0,0
2238,WP_010947967.1,bacteriophage holin,LPG_RS11350,,2560946,2561236,+,NC_002942.5,0,0,0,0
2239,WP_010947968.1,BON domain-containing protein,LPG_RS11355,,2561327,2561638,-,NC_002942.5,0,0,0,0
2240,WP_015444158.1,alpha/beta fold hydrolase,LPG_RS11360,,2561855,2563642,+,NC_002942.5,0,0,0,1
2241,WP_010947970.1,bifunctional enoyl-CoA hydratase/phosphate acetyltransferase,LPG_RS11365,,2563654,2565060,+,NC_002942.5,0,0,0,0
2242,WP_010947971.1,acetate/propionate family kinase,LPG_RS11370,,2565057,2566175,+,NC_002942.5,0,0,0,0
2243,WP_010947972.1,DnaJ domain-containing protein,LPG_RS11375,,2566215,2567105,+,NC_002942.5,0,0,0,0
2244,WP_010947973.1,chaperone modulator CbpM,LPG_RS11380,,2567108,2567422,+,NC_002942.5,0,0,0,0
2245,WP_010947974.1,lysophospholipid acyltransferase family protein,LPG_RS11385,,2567419,2567982,-,NC_002942.5,0,0,0,0
2246,WP_011947125.1,DUF1415 domain-containing protein,LPG_RS11390,,2568136,2568651,+,NC_002942.5,0,0,0,0
2247,WP_010947976.1,amidohydrolase family protein,LPG_RS11395,,2568684,2569922,-,NC_002942.5,0,0,0,0
2248,WP_015444157.1,hypothetical protein,LPG_RS11400,,2570271,2570831,+,NC_002942.5,0,1,1,0
2249,WP_025862414.1,PD-(D/E)XK nuclease family protein,LPG_RS11405,,2570809,2573355,+,NC_002942.5,0,0,0,0
2250,WP_010947979.1,SDR family oxidoreductase,LPG_RS11410,,2573383,2574225,+,NC_002942.5,0,0,0,0
2251,WP_010947980.1,lpg2271 family Dot/Icm T4SS effector,LPG_RS11415,,2574377,2575027,+,NC_002942.5,1,1,1,1
2252,WP_010947981.1,DUF2165 domain-containing protein,LPG_RS11420,,2575202,2575693,-,NC_002942.5,0,0,0,0
2253,WP_010947982.1,extracellular solute-binding protein,LPG_RS11425,,2575835,2577148,-,NC_002942.5,0,0,0,0
2254,WP_010947983.1,glycerophosphodiester phosphodiesterase,LPG_RS11430,ugpQ,2577145,2577864,-,NC_002942.5,0,0,0,0
2255,WP_014844450.1,hypothetical protein,LPG_RS11435,,2577869,2578564,-,NC_002942.5,0,0,0,0
2256,WP_010947985.1,amino acid dehydrogenase,LPG_RS11440,,2578877,2579950,+,NC_002942.5,0,0,0,0
2257,WP_010947986.1,class I SAM-dependent methyltransferase,LPG_RS11445,,2579965,2580621,+,NC_002942.5,0,0,0,0
2258,WP_011216180.1,4-hydroxyphenylpyruvate dioxygenase,LPG_RS11450,hppD,2580688,2581734,+,NC_002942.5,0,0,0,0
2259,WP_010947988.1,fumarylacetoacetate hydrolase family protein,LPG_RS11455,,2581790,2582788,+,NC_002942.5,0,0,0,0
2260,WP_010947989.1,maleylacetoacetate isomerase,LPG_RS11460,maiA,2582785,2583423,+,NC_002942.5,0,0,0,0
2261,WP_010947990.1,hypothetical protein,LPG_RS11465,,2583420,2583980,-,NC_002942.5,0,0,0,0
2262,WP_010947991.1,asparagine--tRNA ligase,LPG_RS11470,asnS,2584128,2585531,+,NC_002942.5,0,0,0,0
2263,WP_010947992.1,hypothetical protein,LPG_RS11475,,2585528,2585926,-,NC_002942.5,1,1,1,1
2264,WP_010947993.1,lipoprotein-releasing ABC transporter ATP-binding protein LolD,LPG_RS11480,lolD,2585950,2586633,-,NC_002942.5,0,0,0,0
2265,WP_025862413.1,lipoprotein-releasing ABC transporter permease subunit,LPG_RS11485,,2586626,2587873,-,NC_002942.5,0,0,0,0
2266,WP_015444152.1,pirin family protein,LPG_RS11490,,2588112,2588990,-,NC_002942.5,0,0,0,0
2267,WP_010947996.1,FMN-dependent NADH-azoreductase,LPG_RS11495,,2589004,2589624,-,NC_002942.5,0,0,0,0
2268,WP_010947997.1,LysR substrate-binding domain-containing protein,LPG_RS11500,,2589773,2590693,+,NC_002942.5,0,0,0,0
2269,WP_010947999.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,LPG_RS11520,pgsA,2591078,2591641,-,NC_002942.5,0,0,0,0
2270,WP_010948000.1,HAD-IA family hydrolase,LPG_RS11525,,2591661,2592320,-,NC_002942.5,0,0,0,0
2271,WP_015444151.1,RluA family pseudouridine synthase,LPG_RS11530,,2592313,2593260,-,NC_002942.5,0,0,0,0
2272,WP_015444149.1,Rne/Rng family ribonuclease,LPG_RS11535,,2594160,2596151,+,NC_002942.5,0,0,0,1
2273,WP_010948004.1,Dot/Icm T4SS effector LegC7/YlfA,LPG_RS11540,legC7,2596514,2597791,-,NC_002942.5,1,1,1,1
2274,WP_010948005.1,RNA polymerase-associated protein RapA,LPG_RS11545,rapA,2598385,2601261,+,NC_002942.5,0,0,0,0
2275,WP_010948006.1,Dot/Icm T4SS effector AnkH/LegA3,LPG_RS11550,ankH,2601375,2602778,-,NC_002942.5,1,1,1,1
2276,WP_015444147.1,Smr/MutS family protein,LPG_RS11555,,2602779,2603552,-,NC_002942.5,0,0,0,1
2277,WP_010948008.1,aspartate-semialdehyde dehydrogenase,LPG_RS11560,,2603700,2604722,-,NC_002942.5,0,0,0,0
2278,WP_010948009.1,chorismate synthase,LPG_RS11565,aroC,2604832,2605890,-,NC_002942.5,0,0,0,0
2279,WP_010948010.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase,LPG_RS11570,prmB,2605902,2606834,-,NC_002942.5,0,0,0,0
2280,WP_010948011.1,Smr/MutS family protein,LPG_RS11575,,2606999,2607568,+,NC_002942.5,0,0,0,1
2281,WP_010948012.1,rhodanese-like domain-containing protein,LPG_RS11580,,2607641,2608060,+,NC_002942.5,0,0,0,0
2282,WP_010948013.1,glutaredoxin 3,LPG_RS11585,grxC,2608065,2608319,+,NC_002942.5,0,0,0,0
2283,WP_010948014.1,protein-export chaperone SecB,LPG_RS11590,secB,2608329,2608817,+,NC_002942.5,0,0,0,0
2284,WP_015444146.1,NAD(P)-dependent glycerol-3-phosphate dehydrogenase,LPG_RS11595,,2608819,2609808,+,NC_002942.5,0,0,0,0
2285,WP_015444145.1,glutamate racemase,LPG_RS11600,murI,2609894,2610733,-,NC_002942.5,0,0,0,0
2286,WP_010948017.1,Dot/Icm T4SS effector Ceg28,LPG_RS11605,ceg28,2610805,2614308,-,NC_002942.5,1,1,1,1
2287,WP_010948018.1,hypothetical protein,LPG_RS11610,,2614430,2614732,+,NC_002942.5,0,0,0,0
2288,WP_010948019.1,flavohemoglobin expression-modulating QEGLA motif protein,LPG_RS11615,,2614736,2616028,-,NC_002942.5,0,0,0,0
2289,WP_011216206.1,hypothetical protein,LPG_RS11620,,2616038,2616268,-,NC_002942.5,0,0,0,0
2290,WP_010948020.1,4-hydroxy-tetrahydrodipicolinate synthase,LPG_RS11625,dapA,2616283,2617155,-,NC_002942.5,0,0,0,0
2291,WP_016357005.1,glycine zipper domain-containing protein,LPG_RS11630,,2617367,2617618,+,NC_002942.5,0,0,0,1
2292,WP_010948022.1,3-hydroxybutyrate dehydrogenase,LPG_RS11635,,2617896,2618678,+,NC_002942.5,0,0,0,0
2293,WP_010948023.1,patatin-like phospholipase family protein,LPG_RS11640,,2618685,2619845,+,NC_002942.5,0,0,0,1
2294,WP_010948024.1,flagellar motor stator protein MotA,LPG_RS11645,motA,2619875,2620780,+,NC_002942.5,0,0,0,0
2295,WP_010948025.1,flagellar motor protein MotB,LPG_RS11650,motB,2620790,2621728,+,NC_002942.5,0,0,0,0
2296,WP_015444141.1,hypothetical protein,LPG_RS11655,,2621794,2622231,-,NC_002942.5,0,0,0,0
2297,WP_014842281.1,serine/threonine transporter,LPG_RS11660,,2622512,2623807,+,NC_002942.5,0,0,0,0
2298,WP_010948028.1,Dot/Icm T4SS effector AnkK/LegA5,LPG_RS11665,ankK,2623900,2625825,-,NC_002942.5,1,1,1,1
2299,WP_010948029.1,PilT/PilU family type 4a pilus ATPase,LPG_RS11670,,2625912,2627033,-,NC_002942.5,0,0,0,0
2300,WP_010948030.1,FAD-binding oxidoreductase,LPG_RS11675,,2627123,2629051,-,NC_002942.5,0,1,1,0
2301,WP_010948031.1,phytanoyl-CoA dioxygenase family protein,LPG_RS11680,,2629339,2630175,-,NC_002942.5,0,0,0,0
2302,WP_010948032.1,DNA repair protein RadA,LPG_RS11685,radA,2630172,2631524,-,NC_002942.5,0,0,0,0
2303,WP_010948033.1,lpg2327 family Dot/Icm T4SS effector,LPG_RS11690,,2631759,2632652,+,NC_002942.5,1,1,1,1
2304,WP_010948034.1,Dot/Icm T4SS effector Lem22,LPG_RS11695,lem22,2632916,2633299,+,NC_002942.5,1,1,1,1
2305,WP_010948035.1,exodeoxyribonuclease VII small subunit,LPG_RS11700,,2633493,2633723,+,NC_002942.5,0,0,0,1
2306,WP_015444138.1,polyprenyl synthetase family protein,LPG_RS11705,,2633704,2634600,+,NC_002942.5,0,0,0,0
2307,WP_015444137.1,malonyl-ACP O-methyltransferase BioC,LPG_RS11710,bioC,2634644,2635498,-,NC_002942.5,0,0,0,0
2308,WP_015444136.1,ComF family protein,LPG_RS11715,,2635656,2636246,+,NC_002942.5,0,0,0,0
2309,WP_015444135.1,site-2 protease family protein,LPG_RS11720,,2636275,2637348,-,NC_002942.5,0,0,0,0
2310,WP_010948040.1,hypothetical protein,LPG_RS11725,,2637405,2637683,-,NC_002942.5,0,0,0,0
2311,WP_162096598.1,hypothetical protein,LPG_RS11730,,2637722,2637877,+,NC_002942.5,0,0,0,0
2312,WP_015444133.1,glutamyl-tRNA reductase,LPG_RS11735,hemA,2638001,2639275,+,NC_002942.5,0,0,0,0
2313,WP_010948042.1,peptide chain release factor 1,LPG_RS11740,prfA,2639259,2640347,+,NC_002942.5,0,0,0,0
2314,WP_010948043.1,peptide chain release factor N(5)-glutamine methyltransferase,LPG_RS11745,prmC,2640340,2641203,+,NC_002942.5,0,0,0,0
2315,WP_010948044.1,RNA polymerase-binding protein DksA,LPG_RS11750,dksA,2641302,2641778,+,NC_002942.5,0,0,0,0
2316,WP_010948045.1,alpha/beta hydrolase,LPG_RS11755,,2641848,2642681,+,NC_002942.5,0,0,0,0
2317,WP_015444132.1,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,LPG_RS11760,waaA,2642686,2643945,-,NC_002942.5,0,0,0,0
2318,WP_010948047.1,co-chaperone DjlA,LPG_RS11765,djlA,2644100,2644990,+,NC_002942.5,0,0,0,0
2319,WP_010948048.1,DUF3530 family protein,LPG_RS11770,,2644957,2645730,-,NC_002942.5,0,0,0,0
2320,WP_015444131.1,SGNH/GDSL hydrolase family protein,LPG_RS11775,,2645922,2646851,-,NC_002942.5,0,0,0,0
2321,WP_010948050.1,Dot/Icm T4SS effector MavE,LPG_RS11780,mavE,2647010,2647636,+,NC_002942.5,1,1,1,1
2322,WP_014326988.1,hypothetical protein,LPG_RS11785,,2647796,2648014,-,NC_002942.5,0,0,0,1
2323,WP_010948051.1,DEAD/DEAH box helicase,LPG_RS11790,,2648364,2650133,-,NC_002942.5,0,0,0,0
2324,WP_015444129.1,diacylglycerol kinase family lipid kinase,LPG_RS11795,,2650501,2651418,-,NC_002942.5,0,0,0,0
2325,WP_010948053.1,"NADPH-dependent 2,4-dienoyl-CoA reductase",LPG_RS11800,,2651415,2653439,-,NC_002942.5,0,0,0,0
2326,WP_010948054.1,superoxide dismutase SodC,LPG_RS11805,sodC,2653744,2654232,+,NC_002942.5,0,0,0,0
2327,WP_010948055.1,carboxymuconolactone decarboxylase family protein,LPG_RS11810,,2654276,2654791,-,NC_002942.5,0,0,0,0
2328,WP_015444127.1,peroxiredoxin,LPG_RS11815,,2654814,2655353,-,NC_002942.5,0,0,0,0
2329,WP_010948057.1,Dot/Icm T4SS effector MavF,LPG_RS11820,mavF,2655484,2656404,+,NC_002942.5,1,1,1,1
2330,WP_010948058.1,malate dehydrogenase,LPG_RS11825,,2656503,2657495,-,NC_002942.5,0,0,0,0
2331,WP_015444124.1,ADP compounds hydrolase NudE,LPG_RS11830,nudE,2657485,2658045,-,NC_002942.5,0,0,0,0
2332,WP_010948060.1,radical SAM family heme chaperone HemW,LPG_RS11835,hemW,2658127,2659254,+,NC_002942.5,0,0,0,0
2333,WP_010948061.1,amidase,LPG_RS11840,,2659286,2660695,-,NC_002942.5,0,0,0,0
2334,WP_010948062.1,glycerol-3-phosphate 1-O-acyltransferase PlsY,LPG_RS11845,plsY,2661049,2661882,+,NC_002942.5,0,0,0,1
2335,WP_010948063.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,LPG_RS11850,tsaD,2662056,2663057,-,NC_002942.5,0,0,0,0
2336,WP_010948064.1,30S ribosomal protein S21,LPG_RS11855,rpsU,2663262,2663501,+,NC_002942.5,0,0,0,0
2337,WP_010948065.1,lpg2359 family Dot/Icm T4SS effector,LPG_RS11860,,2663704,2664147,+,NC_002942.5,1,0,0,1
2338,WP_014842314.1,DNA primase,LPG_RS11865,dnaG,2664156,2665889,+,NC_002942.5,0,0,0,0
2339,WP_225969175.1,RNA polymerase sigma factor RpoD,LPG_RS11870,rpoD,2665982,2667841,+,NC_002942.5,0,0,0,1
2340,WP_015444121.1,ISL3 family transposase,LPG_RS11880,,2668117,2669292,-,NC_002942.5,0,0,0,0
2341,WP_010948069.1,BRCT domain-containing protein,LPG_RS11885,,2669531,2669896,+,NC_002942.5,0,1,1,1
2342,WP_010948070.1,TraK family protein,LPG_RS11890,,2670253,2670618,-,NC_002942.5,0,0,0,0
2343,WP_153802426.1,hypothetical protein,LPG_RS11895,,2670803,2670943,-,NC_002942.5,0,0,0,0
2344,WP_010948071.1,DUF927 domain-containing protein,LPG_RS11900,,2670946,2672697,-,NC_002942.5,0,0,0,0
2345,WP_010948072.1,helix-turn-helix domain-containing protein,LPG_RS11905,,2672763,2673038,-,NC_002942.5,0,0,0,0
2346,WP_006870829.1,helix-turn-helix transcriptional regulator,LPG_RS11910,,2673871,2674098,+,NC_002942.5,0,0,0,0
2347,WP_010948073.1,HipA N-terminal domain-containing protein,LPG_RS11915,,2674095,2674403,+,NC_002942.5,0,0,0,0
2348,WP_010948074.1,lpg2370 family Dot/Icm T4SS effector,LPG_RS11920,,2674400,2675338,+,NC_002942.5,1,0,0,1
2349,WP_010948075.1,hypothetical protein,LPG_RS11930,,2675881,2676495,+,NC_002942.5,0,1,1,0
2350,WP_015444115.1,hypothetical protein,LPG_RS11935,,2676651,2676857,-,NC_002942.5,0,1,1,0
2351,WP_010948076.1,lpg2372 family Dot/Icm T4SS effector,LPG_RS11940,,2677194,2678462,+,NC_002942.5,1,1,1,1
2352,WP_223804318.1,hypothetical protein,LPG_RS15385,,2678932,2679222,-,NC_002942.5,0,0,0,0
2353,WP_015444114.1,hypothetical protein,LPG_RS11950,,2679203,2679868,-,NC_002942.5,0,0,0,0
2354,WP_010948078.1,mannose-6-phosphate isomerase,LPG_RS11955,,2680222,2680533,-,NC_002942.5,0,0,0,0
2355,WP_010948079.1,hypothetical protein,LPG_RS11960,,2680981,2681454,+,NC_002942.5,1,1,1,0
2356,WP_010948080.1,LysR family transcriptional regulator,LPG_RS11965,,2681646,2682563,+,NC_002942.5,0,0,0,0
2357,WP_010948081.1,helix-turn-helix transcriptional regulator,LPG_RS11970,,2683004,2683231,+,NC_002942.5,0,0,0,0
2360,WP_010948085.1,magnesium-translocating P-type ATPase,LPG_RS11985,mgtA,2684581,2687148,+,NC_002942.5,0,0,0,0
2361,WP_010948086.1,lpg2382 family Dot/Icm T4SS effector,LPG_RS11990,,2687420,2688874,+,NC_002942.5,1,1,1,1
2362,WP_010948087.1,LysR family transcriptional regulator,LPG_RS11995,,2689113,2690039,+,NC_002942.5,0,0,0,0
2363,WP_016357009.1,KUP/HAK/KT family potassium transporter,LPG_RS12000,,2690158,2692047,+,NC_002942.5,0,0,0,0
2364,WP_015444106.1,hypothetical protein,LPG_RS12005,,2692266,2694044,+,NC_002942.5,0,1,1,1
2365,WP_015444105.1,hypothetical protein,LPG_RS12010,,2694070,2694222,-,NC_002942.5,0,0,0,0
2366,WP_010948090.1,hypothetical protein,LPG_RS12015,,2694370,2694933,+,NC_002942.5,0,0,0,0
2367,WP_010948091.1,omptin family outer membrane protease Leo,LPG_RS12020,leo,2695048,2695974,-,NC_002942.5,0,0,0,0
2368,WP_015444103.1,APC family permease,LPG_RS12025,,2696102,2697709,-,NC_002942.5,0,0,0,0
2369,WP_015444101.1,catalase/peroxidase HPI,LPG_RS12030,katG,2698040,2700205,+,NC_002942.5,0,0,0,0
2370,WP_015444100.1,MFS transporter,LPG_RS12035,,2700982,2702214,-,NC_002942.5,0,0,0,0
2371,WP_010948095.1,Dot/Icm T4SS effector SdbC,LPG_RS12040,sdbC,2702256,2703560,-,NC_002942.5,1,1,1,1
2372,WP_010948096.1,Dot/Icm T4SS effector LegL6,LPG_RS12045,legL6,2703828,2704712,+,NC_002942.5,1,1,1,1
2373,WP_015444099.1,hypothetical protein,LPG_RS12050,,2704832,2705296,-,NC_002942.5,0,0,0,0
2374,WP_015444097.1,hypothetical protein,LPG_RS12055,,2705695,2706054,+,NC_002942.5,0,1,1,1
2375,WP_010948100.1,class I SAM-dependent methyltransferase,LPG_RS12060,,2706182,2707252,-,NC_002942.5,0,0,0,0
2376,WP_171843121.1,hypothetical protein,LPG_RS12065,,2707371,2707577,+,NC_002942.5,0,0,0,0
2377,WP_010948101.1,M23 family metallopeptidase,LPG_RS12070,,2707622,2708821,-,NC_002942.5,0,0,0,0
2378,WP_015444096.1,GNAT family N-acetyltransferase,LPG_RS12075,,2708876,2709415,-,NC_002942.5,0,0,0,0
2379,WP_010948103.1,YdgA family protein,LPG_RS12080,,2709638,2710984,-,NC_002942.5,0,0,0,0
2380,WP_010948104.1,Dot/Icm T4SS effector LegL7,LPG_RS12085,legL7,2711277,2712341,+,NC_002942.5,1,1,1,1
2381,WP_016357011.1,serine hydrolase,LPG_RS12090,,2712562,2714076,+,NC_002942.5,0,0,0,0
2382,WP_010948106.1,LysR family transcriptional regulator,LPG_RS12095,,2714053,2714973,-,NC_002942.5,0,0,0,0
2383,WP_010948107.1,hypothetical protein,LPG_RS12100,,2715158,2715697,-,NC_002942.5,0,0,0,0
2384,WP_010948108.1,hypothetical protein,LPG_RS12105,,2715994,2716908,+,NC_002942.5,0,0,0,0
2385,WP_010948109.1,NUDIX hydrolase,LPG_RS12110,,2716905,2717306,+,NC_002942.5,0,0,0,0
2386,WP_010948110.1,Dot/Icm T4SS effector Lem23,LPG_RS12115,lem23,2717701,2718798,+,NC_002942.5,1,1,1,1
2387,WP_010948111.1,lpg2407 family Dot/Icm T4SS effector,LPG_RS12120,,2718993,2719298,-,NC_002942.5,1,1,1,1
2388,WP_010948112.1,hypothetical protein,LPG_RS12125,,2719521,2720180,+,NC_002942.5,0,1,1,0
2389,WP_010948113.1,Dot/Icm type IV secretion system effector Ceg29,LPG_RS12130,ceg29,2720506,2721324,+,NC_002942.5,1,1,1,1
2390,WP_010948114.1,Dot/Icm type IV secretion system effector VdpA,LPG_RS12135,vpdA,2721767,2723764,+,NC_002942.5,1,1,1,1
2391,WP_010948115.1,Dot/Icm T4SS effector Lem24,LPG_RS12140,lem24,2723867,2724694,-,NC_002942.5,1,1,1,1
2392,WP_010948116.1,serine hydrolase,LPG_RS12145,,2725235,2726314,+,NC_002942.5,0,0,0,0
2393,WP_010948117.1,hypothetical protein,LPG_RS12150,,2726509,2726946,+,NC_002942.5,0,0,0,0
2394,WP_015444088.1,hypothetical protein,LPG_RS12155,,2726967,2727128,+,NC_002942.5,0,0,0,0
2395,WP_010948118.1,hypothetical protein,LPG_RS12160,,2727146,2727439,-,NC_002942.5,0,1,1,1
2396,WP_010948119.1,DUF1328 domain-containing protein,LPG_RS12165,,2727588,2727779,-,NC_002942.5,0,0,0,0
2397,WP_010948120.1,Dot/Icm T4SS effector LegA1,LPG_RS12170,legA1,2728074,2729180,+,NC_002942.5,0,1,1,1
2398,WP_016357012.1,outer membrane beta-barrel protein,LPG_RS12175,,2729408,2730136,+,NC_002942.5,0,0,0,0
2399,WP_010948122.1,serine hydrolase,LPG_RS12180,,2730149,2731864,+,NC_002942.5,0,0,0,0
2400,WP_010948123.1,porin family protein,LPG_RS12185,,2731994,2732788,-,NC_002942.5,0,0,0,0
2401,WP_010948124.1,Lpg2420 family Dot/Icm T4SS effector N-acetyltransferase,LPG_RS12190,,2732983,2733534,+,NC_002942.5,1,1,1,1
2402,WP_016356880.1,IS481 family transposase,LPG_RS12195,,2733642,2734676,+,NC_002942.5,0,0,0,0
2403,WP_010948125.1,Dot/Icm T4SS effector Lem25,LPG_RS12200,lem25,2734836,2737097,-,NC_002942.5,1,1,1,1
2404,WP_015444084.1,hypothetical protein,LPG_RS12205,,2737422,2739116,+,NC_002942.5,0,0,0,0
2405,WP_010948127.1,Dot/Icm T4SS effector MavG,LPG_RS12210,mavG,2739205,2740551,-,NC_002942.5,1,1,1,1
2406,WP_010948128.1,Dot/Icm T4SS effector MavH,LPG_RS12215,mavH,2741056,2741862,-,NC_002942.5,1,1,1,1
2407,WP_010948129.1,malonate decarboxylase subunit alpha,LPG_RS12220,mdcA,2742145,2743791,+,NC_002942.5,0,0,0,0
2408,WP_015444082.1,biotin-independent malonate decarboxylase subunit beta,LPG_RS12225,mdcD,2743800,2744996,+,NC_002942.5,0,0,0,0
2409,WP_010948131.1,biotin-independent malonate decarboxylase subunit gamma,LPG_RS12230,mdcE,2744997,2745716,+,NC_002942.5,0,0,0,0
